GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000104147	15	41601466	41624819	49	4	584	-0.38568	0.65013	OIP5
ENSG00000137804	15	41624892	41673248	60	4	584	-0.38686	0.65057	NUSAP1
ENSG00000137806	15	41679551	41694717	17	3	584	-0.51207	0.6957	NDUFAF1
ENSG00000137815	15	41700606	41775761	76	5	584	-0.77976	0.78223	RTF1
ENSG00000137825	15	41785591	41795747	13	2	584	0.59269	0.27669	ITPKA
ENSG00000062524	15	41795836	41806085	16	3	584	-0.52216	0.69922	LTK
ENSG00000103932	15	41809374	41836467	62	6	584	-1.5674	0.94149	RPAP1
ENSG00000092445	15	41849873	41871536	5	2	584	-0.79861	0.78774	TYRO3
ENSG00000174197	15	41913422	42062141	67	5	584	-0.21592	0.58548	MGA
ENSG00000137802	15	42066632	42120053	63	7	584	-1.003	0.84206	MAPKBP1
ENSG00000268632	15	42073346	42076229	5	2	584	-1.2112	0.8871	AC073657.1
ENSG00000243789	15	42120283	42129779	25	3	584	-0.57782	0.71831	JMJD7
ENSG00000243708	15	42120283	42140345	55	5	584	-1.0707	0.85784	PLA2G4B
ENSG00000168970	15	42120293	42140353	55	5	584	-1.0707	0.85784	JMJD7-PLA2G4B
ENSG00000137877	15	42140345	42186275	91	14	584	-0.32981	0.62923	SPTBN5
ENSG00000103966	15	42190950	42264776	162	17	584	-1.4102	0.92076	EHD4
ENSG00000188089	15	42273780	42343388	267	33	584	-0.61848	0.73187	PLA2G4E
ENSG00000159337	15	42359207	42386752	42	8	584	-1.3111	0.90509	PLA2G4D
ENSG00000168907	15	42433332	42448839	36	5	584	0.074755	0.4702	PLA2G4F
ENSG00000166887	15	42450899	42500514	90	8	584	-0.87665	0.80966	VPS39
ENSG00000103978	15	42502730	42565861	30	5	584	-0.091124	0.5363	TMEM87A
ENSG00000214013	15	42565431	42645864	61	5	584	-0.020603	0.50822	GANC
ENSG00000092529	15	42640301	42704516	96	8	584	0.61355	0.26975	CAPN3
ENSG00000103994	15	42705021	42783321	51	6	584	0.23669	0.40645	ZNF106
ENSG00000092531	15	42783431	42837547	6	1	584	0.0099419	0.49603	SNAP23
ENSG00000159433	15	42867857	43013179	145	12	584	0.85547	0.19615	STARD9
ENSG00000140326	15	43015757	43029324	34	4	584	0.92388	0.17777	CDAN1
ENSG00000128881	15	43030932	43213007	112	13	584	-0.35005	0.63685	TTBK2
ENSG00000159459	15	43235095	43398311	20	4	584	0.50481	0.30685	UBR1
ENSG00000166947	15	43398423	43513481	8	2	584	1.3148	0.094291	EPB42
ENSG00000137842	15	43415477	43477344	5	2	584	1.2138	0.11242	TMEM62
ENSG00000104055	15	43524793	43559055	29	2	584	1.384	0.083176	TGM5
ENSG00000159495	15	43568478	43594453	34	3	584	0.68692	0.24607	TGM7
ENSG00000168806	15	43619974	43622803	1	1	584	-0.66491	0.74695	LCMT2
ENSG00000168803	15	43622872	43646096	43	4	584	-0.97165	0.83439	ADAL
ENSG00000140265	15	43650370	43663223	21	3	584	-0.92854	0.82344	ZSCAN29
ENSG00000137822	15	43661419	43699293	51	4	584	-1.0318	0.84892	TUBGCP4
ENSG00000067369	15	43699407	43802926	158	6	584	-1.1769	0.88039	TP53BP1
ENSG00000166963	15	43803156	43823818	14	3	584	0.069705	0.47221	MAP1A
ENSG00000168781	15	43825660	43882430	27	3	584	0.65719	0.25553	PPIP5K1
ENSG00000237289	15	43885252	43897099	18	2	584	0.17063	0.43226	CKMT1B
ENSG00000242866	15	43891596	44010458	102	5	584	-0.78744	0.78449	STRC
ENSG00000166762	15	43920701	43960316	58	4	584	-0.9403	0.82647	CATSPER2
ENSG00000223572	15	43985084	43991420	4	1	584	-0.30854	0.62116	CKMT1A
ENSG00000167004	15	44038590	44065477	31	4	584	-1.1447	0.87383	PDIA3
ENSG00000128886	15	44064798	44069741	4	1	584	-0.92271	0.82192	ELL3
ENSG00000262560	15	44064815	44091331	27	3	584	-1.1541	0.87578	RP11-296A16.1
ENSG00000140264	15	44069285	44094787	28	4	584	-0.99677	0.84056	SERF2
ENSG00000268488	15	44075041	44075231	2	1	584	-0.92087	0.82144	AC018512.1
ENSG00000184716	15	44086360	44092419	3	1	584	-0.09764	0.53889	SERINC4
ENSG00000242028	15	44088340	44095241	5	2	584	0.030044	0.48802	HYPK
ENSG00000140259	15	44096690	44117000	21	2	584	-0.55005	0.70886	MFAP1
ENSG00000092470	15	44119161	44160617	50	2	584	-0.76291	0.77724	WDR76
ENSG00000171877	15	44162962	44487450	159	13	584	-0.056438	0.5225	FRMD5
ENSG00000166734	15	44580927	44707956	145	2	584	-0.61666	0.73127	CASC4
ENSG00000137770	15	44719432	44821236	116	2	584	-0.52644	0.70071	CTDSPL2
ENSG00000104131	15	44829255	44855227	31	1	584	-0.4955	0.68988	EIF3J
ENSG00000104133	15	44854894	44955876	111	2	584	-0.47757	0.68352	SPG11
ENSG00000229474	15	44957930	45003514	2	1	584	-0.35752	0.63965	PATL2
ENSG00000166710	15	45003675	45011075	1	1	584	0.57139	0.28387	B2M
ENSG00000185880	15	45021186	45060027	26	2	584	1.8052	0.035521	TRIM69
ENSG00000167014	15	45248900	45271427	80	5	584	-0.062794	0.52503	C15orf43
ENSG00000140263	15	45315302	45369383	118	13	584	0.50552	0.3066	SORD
ENSG00000140279	15	45384848	45406542	26	2	584	-1.384	0.91683	DUOX2
ENSG00000140274	15	45406519	45410619	8	2	584	-0.073424	0.52927	DUOXA2
ENSG00000140254	15	45409569	45422136	20	5	584	-0.71999	0.76423	DUOXA1
ENSG00000137857	15	45422131	45457774	72	11	584	-0.67577	0.75041	DUOX1
ENSG00000138606	15	45459412	45493373	44	7	584	-0.85738	0.80438	SHF
ENSG00000137860	15	45544428	45568149	60	2	584	0.40585	0.34243	SLC28A2
ENSG00000171766	15	45653322	45694525	67	3	584	-0.633	0.73663	GATM
ENSG00000171763	15	45694529	45713617	18	2	584	-0.83609	0.79845	SPATA5L1
ENSG00000166920	15	45722727	45740959	118	3	584	1.5135	0.065081	C15orf48
ENSG00000104154	15	45771809	45815005	27	2	584	0.82779	0.2039	SLC30A4
ENSG00000104164	15	45879321	45908197	16	2	584	0.13866	0.44486	BLOC1S6
ENSG00000260170	15	45879549	45968512	158	13	584	0.38486	0.35017	RP11-96O20.4
ENSG00000137767	15	45923346	45983492	151	17	584	0.07291	0.47094	SQRDL
ENSG00000137872	15	47476298	48066420	1504	58	584	0.68398	0.24699	SEMA6D
ENSG00000074803	15	48483861	48596275	104	5	584	0.10387	0.45863	SLC12A1
ENSG00000128951	15	48623208	48635570	29	4	584	-2.7407	0.99693	DUT
ENSG00000166147	15	48700503	48938046	331	14	584	0.59582	0.27565	FBN1
ENSG00000103995	15	49005125	49103343	139	13	584	-1.205	0.88591	CEP152
ENSG00000185634	15	49115932	49255641	252	30	584	0.028627	0.48858	SHC4
ENSG00000255302	15	49170083	49172380	1	1	584	0.23528	0.40699	EID1
ENSG00000138593	15	49280673	49338760	83	7	584	-0.77261	0.78012	SECISBP2L
ENSG00000166200	15	49398268	49447858	55	6	584	-0.58037	0.71917	COPS2
ENSG00000156958	15	49447853	49660066	264	8	584	-0.52959	0.7018	GALK2
ENSG00000166262	15	49619159	49913128	585	22	584	-1.7801	0.96247	FAM227B
ENSG00000140285	15	49715293	49780972	150	11	584	-0.93972	0.82632	FGF7
ENSG00000104047	15	49913177	49937333	23	5	584	-2.2539	0.9879	DTWD1
ENSG00000104043	15	50150435	50475014	524	48	584	0.48629	0.31338	ATP8B4
ENSG00000140284	15	50474393	50528592	77	12	584	-1.0365	0.85001	SLC27A2
ENSG00000140287	15	50534144	50558223	48	10	584	-0.63635	0.73773	HDC
ENSG00000104064	15	50569389	50647605	141	11	584	1.3597	0.086967	GABPB1
ENSG00000138592	15	50716577	50793280	97	10	584	-1.5101	0.93449	USP8
ENSG00000170236	15	50792759	50838905	99	6	584	-0.083509	0.53328	USP50
ENSG00000092439	15	50844670	50979012	250	9	584	0.14227	0.44344	TRPM7
ENSG00000138600	15	50999506	51058005	145	7	584	0.94485	0.17237	SPPL2A
ENSG00000081014	15	51200869	51298097	197	10	584	1.2091	0.11331	AP4E1
ENSG00000183578	15	51348795	51397473	92	8	584	0.98405	0.16255	TNFAIP8L3
ENSG00000137869	15	51500254	51630807	282	22	584	0.96615	0.16698	CYP19A1
ENSG00000186417	15	51633826	51700210	247	25	584	-0.70295	0.75896	GLDN
ENSG00000104093	15	51739908	51915030	379	10	584	0.57446	0.28283	DMXL2
ENSG00000104112	15	51973550	52013223	59	9	584	-0.14637	0.55819	SCG3
ENSG00000140280	15	52015208	52043782	74	6	584	-0.7127	0.76198	LYSMD2
ENSG00000128872	15	52043758	52108565	194	11	584	-2.4339	0.99253	TMOD2
ENSG00000138594	15	52121825	52239492	305	12	584	-1.3976	0.91888	TMOD3
ENSG00000166477	15	52230222	52264003	67	6	584	-0.98427	0.83751	LEO1
ENSG00000069956	15	52244303	52358462	94	9	584	-0.65832	0.74484	MAPK6
ENSG00000137875	15	52401460	52404972	10	2	584	-1.0545	0.85416	BCL2L10
ENSG00000069966	15	52413117	52483566	156	10	584	-0.50886	0.69457	GNB5
ENSG00000128833	15	52484519	52587995	247	27	584	-0.70837	0.76064	MYO5C
ENSG00000197535	15	52599480	52821247	369	18	584	-0.80797	0.79045	MYO5A
ENSG00000128989	15	52839242	52862080	26	4	584	-1.5307	0.93707	ARPP19
ENSG00000047346	15	52873514	53002014	247	23	584	0.87181	0.19166	FAM214A
ENSG00000169856	15	53049637	53083273	64	12	584	-1.1066	0.86576	ONECUT1
ENSG00000166415	15	53805938	54055075	858	37	584	-0.67613	0.75052	WDR72
ENSG00000137766	15	54305101	54920806	2332	108	584	-1.1821	0.88142	UNC13C
ENSG00000137876	15	55473004	55489265	31	2	584	0.32893	0.37111	RSL24D1
ENSG00000069974	15	55495164	55611311	264	23	584	-0.98406	0.83746	RAB27A
ENSG00000069943	15	55611158	55647846	92	9	584	-1.6081	0.9461	PIGB
ENSG00000260916	15	55632230	55700708	83	9	584	-1.5929	0.94441	CCPG1
ENSG00000261652	15	55700746	55710962	18	4	584	-0.59504	0.72409	C15orf65
ENSG00000256061	15	55702723	55800432	179	15	584	-1.0943	0.86309	DYX1C1
ENSG00000171016	15	55831088	55881145	121	15	584	0.34818	0.36385	PYGO1
ENSG00000166450	15	55903744	56035288	206	16	584	0.96659	0.16688	PRTG
ENSG00000069869	15	56119120	56285944	575	18	584	1.0102	0.15621	NEDD4
ENSG00000181827	15	56379478	56535483	304	7	584	-0.82367	0.79494	RFX7
ENSG00000151575	15	56536207	56738195	408	19	584	-1.6582	0.95136	TEX9
ENSG00000138587	15	56713742	56757335	55	8	584	-3.1236	0.99911	MNS1
ENSG00000137871	15	56922379	57210769	176	6	584	-1.779	0.96238	ZNF280D
ENSG00000140262	15	57210821	57591479	250	12	584	0.8289	0.20358	TCF12
ENSG00000128849	15	57668165	57842925	535	55	584	-1.1877	0.88253	CGNL1
ENSG00000137878	15	57884106	58006943	198	21	584	-0.31077	0.62201	GCOM1
ENSG00000263155	15	57884139	57977562	177	18	584	-0.34231	0.63394	MYZAP
ENSG00000255529	15	57884231	58074960	288	36	584	-0.13818	0.55495	POLR2M
ENSG00000128918	15	58245622	58790065	1680	124	584	-1.4669	0.9288	ALDH1A2
ENSG00000103569	15	58430368	58478110	132	13	584	0.6646	0.25315	AQP9
ENSG00000166035	15	58702768	58861151	391	58	584	-1.119	0.86843	LIPC
ENSG00000137845	15	58887403	59042177	239	12	584	-3.6093	0.99985	ADAM10
ENSG00000128923	15	59063391	59154099	114	9	584	-1.2091	0.88668	FAM63B
ENSG00000157450	15	59157374	59389618	383	26	584	0.72927	0.23292	RNF111
ENSG00000137776	15	59171244	59225852	58	6	584	0.66166	0.2541	SLTM
ENSG00000157456	15	59397277	59417244	60	4	584	0.19635	0.42217	CCNB2
ENSG00000157483	15	59427113	59665099	528	44	584	0.88725	0.18747	MYO1E
ENSG00000171989	15	59499042	59500705	12	3	584	-0.72409	0.76549	LDHAL6B
ENSG00000157470	15	59664892	59815748	379	33	584	-0.90867	0.81824	FAM81A
ENSG00000140297	15	59887074	59932438	86	8	584	2.0316	0.021095	GCNT3
ENSG00000140307	15	59930261	59949740	17	1	584	0.61317	0.26988	GTF2A2
ENSG00000140299	15	59951345	59981733	33	3	584	1.0859	0.13876	BNIP2
ENSG00000171956	15	60296421	60353929	81	7	584	-0.112	0.54459	FOXB1
ENSG00000182718	15	60639333	60695082	89	11	584	-0.0088892	0.50355	ANXA2
ENSG00000128915	15	60711808	60771359	51	5	584	0.71764	0.23649	NARG2
ENSG00000069667	15	60780483	61521518	1355	175	584	0.18454	0.4268	RORA
ENSG00000129003	15	62144588	62352672	560	21	584	-1.9376	0.97366	VPS13C
ENSG00000198535	15	62359176	62363116	7	3	584	-0.59007	0.72243	C2CD4A
ENSG00000205502	15	62455734	62457482	3	1	584	-0.38262	0.649	C2CD4B
ENSG00000171914	15	62682725	63136830	524	65	584	-0.71171	0.76168	TLN2
ENSG00000259458	15	62929371	62937490	8	2	584	1.8307	0.033569	RP11-625H11.1
ENSG00000140416	15	63334831	63364114	50	8	584	-0.46309	0.67835	TPM1
ENSG00000103642	15	63413999	63434260	38	7	584	0.53948	0.29478	LACTB
ENSG00000185088	15	63418071	63450220	92	11	584	0.56141	0.28726	RPS27L
ENSG00000166128	15	63481668	63559981	107	10	584	1.4895	0.068173	RAB8B
ENSG00000138613	15	63568217	63601325	56	10	584	1.6147	0.053185	APH1B
ENSG00000074410	15	63613577	63674360	119	18	584	0.72209	0.23512	CA12
ENSG00000140455	15	63796793	63886839	76	4	584	1.3656	0.086032	USP3
ENSG00000197361	15	63889552	63894627	5	2	584	1.1819	0.11862	FBXL22
ENSG00000103657	15	63900817	64126141	348	15	584	0.78378	0.21658	HERC1
ENSG00000035664	15	64199235	64364232	225	20	584	2.1747	0.014825	DAPK2
ENSG00000166797	15	64364758	64386217	23	2	584	1.2733	0.10145	FAM96A
ENSG00000028528	15	64386322	64438289	37	3	584	1.3104	0.095023	SNX1
ENSG00000157734	15	64443914	64449680	5	2	584	1.0621	0.14409	SNX22
ENSG00000166794	15	64448011	64455404	5	2	584	-0.30291	0.61902	PPIB
ENSG00000169118	15	64457716	64648442	159	5	584	-0.30473	0.61971	CSNK1G1
ENSG00000259316	15	64472547	64665980	159	5	584	-0.31785	0.6247	CTD-2116N17.1
ENSG00000166803	15	64657193	64679886	6	2	584	-0.74037	0.77046	KIAA0101
ENSG00000103671	15	64679947	64747502	13	2	584	-0.53527	0.70377	TRIP4
ENSG00000180357	15	64752941	64978264	48	3	584	-0.70175	0.75858	ZNF609
ENSG00000180304	15	64979772	64995480	3	1	584	0.01543	0.49384	OAZ2
ENSG00000166831	15	65032091	65067786	8	1	584	-0.075862	0.53024	RBPMS2
ENSG00000140451	15	65107831	65117867	22	3	584	0.85693	0.19574	PIF1
ENSG00000249240	15	65134082	65223118	129	8	584	-1.2403	0.89256	AC069368.3
ENSG00000241839	15	65134088	65160206	27	3	584	-1.1764	0.88028	PLEKHO2
ENSG00000166839	15	65204101	65251042	44	6	584	-0.044772	0.51786	ANKDD1A
ENSG00000090487	15	65255362	65282648	38	3	584	-0.1339	0.55326	SPG21
ENSG00000103707	15	65294845	65321977	22	4	584	0.36984	0.35575	MTFMT
ENSG00000186198	15	65337708	65345734	6	1	584	-0.039866	0.5159	SLC51B
ENSG00000103710	15	65345679	65369028	25	2	584	-0.38645	0.65042	RASL12
ENSG00000234438	15	65369154	65372276	5	1	584	-0.26298	0.60372	KBTBD13
ENSG00000166855	15	65440557	65477680	1	1	584	0.44427	0.32842	CLPX
ENSG00000138615	15	65488337	65503826	15	1	584	2.1961	0.014042	CILP
ENSG00000138617	15	65526798	65592956	97	4	584	-0.47657	0.68316	PARP16
ENSG00000174498	15	65619465	65670378	74	10	584	0.7405	0.2295	IGDCC3
ENSG00000103742	15	65673802	65715410	42	8	584	-0.13621	0.55417	IGDCC4
ENSG00000074603	15	65734801	65810042	94	7	584	0.11598	0.45383	DPP8
ENSG00000074696	15	65822756	65870687	50	4	584	0.58749	0.27844	PTPLAD1
ENSG00000138614	15	65871091	65903627	42	2	584	0.70724	0.23971	VWA9
ENSG00000074621	15	65903704	65953333	65	2	584	0.77075	0.22043	SLC24A1
ENSG00000174485	15	65950384	66084631	186	8	584	-0.30649	0.62039	DENND4A
ENSG00000103769	15	66018392	66184329	212	11	584	0.008697	0.49653	RAB11A
ENSG00000157890	15	66187417	66546085	804	92	584	0.78857	0.21518	MEGF11
ENSG00000166938	15	66585555	66626236	76	13	584	-2.1079	0.98248	DIS3L
ENSG00000075131	15	66628544	66679084	102	16	584	-2.2964	0.98917	TIPIN
ENSG00000169032	15	66679155	66784650	173	17	584	-2.5308	0.99431	MAP2K1
ENSG00000174446	15	66782473	66790151	12	4	584	-2.2567	0.98799	SNAPC5
ENSG00000174444	15	66790355	66816870	50	9	584	-1.5318	0.93722	RPL4
ENSG00000174442	15	66797297	66842115	86	13	584	-1.1166	0.86793	ZWILCH
ENSG00000188501	15	66839517	66858317	29	6	584	-0.7096	0.76102	LCTL
ENSG00000259471	15	66874528	66978132	413	46	584	-0.71565	0.7629	RP11-321F6.1
ENSG00000137834	15	66994566	67074338	229	28	584	-1.5106	0.93455	SMAD6
ENSG00000166949	15	67356101	67487533	296	45	584	-0.53392	0.7033	SMAD3
ENSG00000259202	15	67435072	67439277	2	1	584	-0.50881	0.69456	RP11-342M21.2
ENSG00000103591	15	67493371	67547533	89	5	584	-0.32288	0.62661	AAGAB
ENSG00000103599	15	67547138	67794598	339	19	584	-0.20347	0.58062	IQCH
ENSG00000189227	15	67813406	67819628	14	4	584	-0.00077141	0.50031	C15orf61
ENSG00000137764	15	67835047	68099461	492	26	584	-0.28621	0.61264	MAP2K5
ENSG00000188779	15	68112042	68126899	28	4	584	-1.1873	0.88244	SKOR1
ENSG00000033800	15	68346517	68483096	170	6	584	0.84271	0.1997	PIAS1
ENSG00000129007	15	68483043	68498417	18	3	584	0.53895	0.29496	CALML4
ENSG00000260007	15	68486139	68522056	80	5	584	0.5274	0.29896	RP11-315D16.2
ENSG00000128973	15	68499330	68549549	114	6	584	0.40535	0.34261	CLN6
ENSG00000169018	15	68570141	68588203	26	4	584	1.852	0.032012	FEM1B
ENSG00000137809	15	68594050	68724501	300	38	584	2.0425	0.020552	ITGA11
ENSG00000103647	15	68871308	69020145	131	11	584	-0.29234	0.61499	CORO2B
ENSG00000140350	15	69070874	69113236	58	8	584	1.6069	0.054033	ANP32A
ENSG00000258484	15	69110560	69239150	115	9	584	1.9366	0.026395	SPESP1
ENSG00000255346	15	69222864	69355083	158	12	584	2.6552	0.0039636	NOX5
ENSG00000138604	15	69452923	69564556	160	8	584	1.3794	0.083879	GLCE
ENSG00000137819	15	69591286	69700119	321	21	584	0.96182	0.16807	PAQR5
ENSG00000137807	15	69706585	69740764	29	4	584	0.72362	0.23465	KIF23
ENSG00000137818	15	69745123	69748255	2	1	584	0.22366	0.41151	RPLP1
ENSG00000140332	15	70340129	70390515	66	8	584	-0.10983	0.54373	TLE3
ENSG00000137831	15	70946893	71055932	85	3	584	1.6378	0.050732	UACA
ENSG00000166173	15	71123863	71146498	17	2	584	-1.2236	0.88945	LARP6
ENSG00000137821	15	71145578	71342414	133	7	584	-0.55047	0.709	LRRC49
ENSG00000129028	15	71173681	71185124	6	2	584	-0.57712	0.71807	THAP10
ENSG00000187720	15	71389291	72075722	1377	119	584	1.2591	0.10399	THSD4
ENSG00000225362	15	71402583	71407833	8	1	584	-0.56436	0.71374	CT62
ENSG00000066933	15	72114632	72410918	372	15	584	-0.61476	0.73064	MYO9A
ENSG00000166192	15	72406599	72433311	17	2	584	-0.52076	0.69873	SENP8
ENSG00000175318	15	72452148	72490126	29	5	584	-0.21411	0.58477	GRAMD2
ENSG00000067225	15	72491370	72524164	38	5	584	0.48803	0.31276	PKM
ENSG00000137817	15	72533522	72565340	62	7	584	0.39583	0.34611	PARP6
ENSG00000273025	15	72559087	72612287	110	11	584	-0.45619	0.67587	CELF6
ENSG00000140488	15	72577068	72612470	71	6	584	-0.72718	0.76644	CELF6
ENSG00000213614	15	72635775	72668817	42	3	584	-0.095428	0.53801	HEXA
ENSG00000187806	15	72690614	72700370	11	2	584	-0.093502	0.53725	TMEM202
ENSG00000166233	15	72766667	72879692	79	6	584	-1.8347	0.96673	ARIH1
ENSG00000175202	15	72968124	72978490	6	2	584	0.57269	0.28343	HIGD2B
ENSG00000140463	15	72978527	73030817	45	5	584	0.59882	0.27465	BBS4
ENSG00000159322	15	73043710	73078187	43	5	584	0.52561	0.29958	ADPGK
ENSG00000067141	15	73344051	73597547	422	20	584	0.99517	0.15983	NEO1
ENSG00000138622	15	73612200	73661605	65	12	584	0.54867	0.29161	HCN4
ENSG00000183324	15	73735499	73852355	177	11	584	-0.019479	0.50777	C15orf60
ENSG00000156642	15	73852355	73926475	117	10	584	0.37321	0.3545	NPTN
ENSG00000103855	15	73976307	74006859	80	7	584	1.1918	0.11667	CD276
ENSG00000205363	15	74032141	74045088	16	5	584	1.759	0.039292	C15orf59
ENSG00000167139	15	74165949	74181555	36	7	584	-0.10248	0.54081	TBC1D21
ENSG00000129038	15	74218330	74244478	85	9	584	-0.43272	0.66739	LOXL1
ENSG00000067221	15	74275547	74286963	21	4	584	0.84112	0.20014	STOML1
ENSG00000140464	15	74287014	74340153	109	9	584	0.76043	0.2235	PML
ENSG00000159289	15	74362198	74374891	1	1	584	-0.31468	0.6235	GOLGA6A
ENSG00000167178	15	74392652	74430881	10	2	584	-0.86144	0.8055	ISLR2
ENSG00000248540	15	74418256	74421619	1	1	584	0.21448	0.41509	RP11-247C2.2
ENSG00000129009	15	74466012	74469213	2	1	584	-0.31663	0.62424	ISLR
ENSG00000137868	15	74471807	74504608	49	9	584	0.15012	0.44033	STRA6
ENSG00000140481	15	74509613	74628813	338	32	584	-1.7806	0.96251	CCDC33
ENSG00000140459	15	74630100	74660081	49	8	584	-1.2728	0.89845	CYP11A1
ENSG00000138623	15	74701630	74726808	62	11	584	-1.0107	0.84393	SEMA7A
ENSG00000138629	15	74738318	74753523	22	3	584	-0.028418	0.51134	UBL7
ENSG00000179361	15	74833518	74890472	73	5	584	-0.58656	0.72125	ARID3B
ENSG00000179335	15	74890841	74932057	52	7	584	-0.38535	0.65001	CLK3
ENSG00000179151	15	74922899	74988633	46	6	584	-0.71428	0.76247	EDC3
ENSG00000140465	15	75011883	75017951	4	2	584	-0.77362	0.78042	CYP1A1
ENSG00000140505	15	75041185	75048543	12	4	584	1.2	0.11507	CYP1A2
ENSG00000103653	15	75074398	75095539	36	6	584	1.2449	0.10659	CSK
ENSG00000140506	15	75105057	75118099	29	5	584	1.2876	0.098942	LMAN1L
ENSG00000213578	15	75118888	75124141	7	3	584	-0.682	0.75238	CPLX3
ENSG00000140474	15	75128457	75135687	13	2	584	-0.56387	0.71358	ULK3
ENSG00000140497	15	75136071	75165706	40	7	584	0.32492	0.37262	SCAMP2
ENSG00000178802	15	75182346	75191798	15	4	584	-0.053493	0.52133	MPI
ENSG00000178761	15	75192328	75199462	9	3	584	-0.048465	0.51933	FAM219B
ENSG00000178741	15	75212132	75230509	35	4	584	-0.011826	0.50472	COX5A
ENSG00000198794	15	75249560	75313837	81	6	584	-0.041524	0.51656	SCAMP5
ENSG00000138621	15	75315896	75409803	196	13	584	2.4196	0.0077695	PPCDC
ENSG00000167173	15	75487984	75504510	6	1	584	-0.63901	0.73859	C15orf39
ENSG00000169375	15	75661720	75748183	9	2	584	0.10893	0.45663	SIN3A
ENSG00000169410	15	75759462	75871630	69	2	584	-1.7445	0.95946	PTPN9
ENSG00000169371	15	75890424	75918810	10	2	584	-0.74603	0.77218	SNUPN
ENSG00000177971	15	75931426	75941047	2	1	584	-0.7291	0.76703	IMP3
ENSG00000173548	15	75940247	75954642	12	3	584	1.7801	0.037532	SNX33
ENSG00000173546	15	75966663	76005189	58	6	584	1.4528	0.073134	CSPG4
ENSG00000203392	15	75970672	75973093	4	1	584	0.60066	0.27403	AC105020.1
ENSG00000182950	15	76016318	76020029	4	2	584	1.0726	0.14173	ODF3L1
ENSG00000256530	15	76030311	76031568	3	1	584	1.2182	0.11158	AC019294.1
ENSG00000140367	15	76135622	76193419	19	2	584	0.53813	0.29524	UBE2Q2
ENSG00000167196	15	76196200	76227609	4	2	584	0.67305	0.25046	FBXO22
ENSG00000169752	15	76228310	76352136	29	2	584	0.9995	0.15878	NRG4
ENSG00000169758	15	76352178	76521462	260	28	584	1.294	0.097835	C15orf27
ENSG00000140374	15	76507696	76603813	60	6	584	1.2133	0.1125	ETFA
ENSG00000159556	15	76629065	76634817	5	2	584	-0.26307	0.60375	ISL2
ENSG00000140386	15	76640526	77197785	716	18	584	-0.4875	0.68705	SCAPER
ENSG00000117906	15	77223960	77242601	1	1	584	1.1332	0.12857	RCN2
ENSG00000140368	15	77285700	77329673	54	9	584	0.11878	0.45272	PSTPIP1
ENSG00000140391	15	77336359	77376326	22	3	584	0.097744	0.46107	TSPAN3
ENSG00000173517	15	77400471	77712486	155	8	584	-0.85568	0.80391	PEAK1
ENSG00000140382	15	77712754	77777949	45	4	584	-0.78141	0.78272	HMG20A
ENSG00000169783	15	77905369	78113242	538	30	584	2.2347	0.01272	LINGO1
ENSG00000167202	15	78276378	78370066	52	5	584	2.4836	0.0065022	TBC1D2B
ENSG00000183476	15	78370150	78397251	35	8	584	1.8753	0.030372	SH2D7
ENSG00000136425	15	78396948	78423886	64	8	584	1.8616	0.031328	CIB2
ENSG00000166411	15	78423840	78464291	70	11	584	2.2078	0.01363	IDH3A
ENSG00000103740	15	78459810	78538030	201	32	584	1.3969	0.081226	ACSBG1
ENSG00000140403	15	78556428	78574538	54	9	584	-0.748	0.77277	DNAJA4
ENSG00000140395	15	78570177	78592136	52	10	584	-1.158	0.87658	WDR61
ENSG00000166426	15	78632666	78640572	10	3	584	-1.9273	0.97303	CRABP1
ENSG00000136381	15	78729773	78793798	139	12	584	0.54103	0.29424	IREB2
ENSG00000188266	15	78799906	78829714	78	5	584	-0.054572	0.52176	HYKK
ENSG00000041357	15	78832747	78841604	35	4	584	-0.13924	0.55537	PSMA4
ENSG00000169684	15	78857862	78887611	76	8	584	0.084488	0.46633	CHRNA5
ENSG00000080644	15	78885394	78913637	98	9	584	0.4851	0.3138	CHRNA3
ENSG00000117971	15	78916461	79020096	215	21	584	-2.1109	0.98261	CHRNB4
ENSG00000136378	15	79051545	79103773	122	9	584	0.46654	0.32041	ADAMTS7
ENSG00000185787	15	79102829	79190475	336	16	584	0.3142	0.37669	MORF4L1
ENSG00000103811	15	79213400	79241916	110	11	584	0.49292	0.31103	CTSH
ENSG00000058335	15	79252289	79383115	197	30	584	0.70176	0.24141	RASGRF1
ENSG00000235711	15	79575146	79590580	23	4	584	0.37451	0.35401	ANKRD34C
ENSG00000166557	15	79603404	79704334	373	24	584	0.76721	0.22148	TMED3
ENSG00000169330	15	79724858	79764632	122	14	584	0.43704	0.33104	KIAA1024
ENSG00000136371	15	80125927	80189721	168	20	584	0.16663	0.43383	MTHFS
ENSG00000259332	15	80137537	80216096	271	21	584	-0.20713	0.58205	ST20-MTHFS
ENSG00000180953	15	80191182	80216044	138	10	584	-0.35734	0.63958	ST20
ENSG00000259642	15	80215113	80217194	3	2	584	-0.31221	0.62256	C15orf37
ENSG00000257028	15	80215507	80217194	1	1	584	-0.66761	0.74781	C15ORF37
ENSG00000140379	15	80253231	80263788	21	3	584	0.2937	0.38449	BCL2A1
ENSG00000086666	15	80351910	80430735	104	6	584	-3.5851	0.99983	ZFAND6
