GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000169410	15	75759462	75871630	196	16	46350	0.47331	0.318	PTPN9
ENSG00000169371	15	75890424	75918810	66	7	46350	1.4873	0.068469	SNUPN
ENSG00000177971	15	75931426	75941047	16	5	46350	1.1037	0.13486	IMP3
ENSG00000173548	15	75940247	75954642	22	6	46350	-0.21691	0.58586	SNX33
ENSG00000173546	15	75966663	76005189	72	11	46350	-1.7898	0.96326	CSPG4
ENSG00000203392	15	75970672	75973093	5	2	46350	-0.7793	0.7821	AC105020.1
ENSG00000182950	15	76016318	76020029	3	2	46350	-2.181	0.98541	ODF3L1
ENSG00000256530	15	76030311	76031568	3	1	46350	-1.3848	0.91695	AC019294.1
ENSG00000140367	15	76135622	76193419	120	11	46350	-1.0981	0.86392	UBE2Q2
ENSG00000167196	15	76196200	76227609	63	8	46350	-0.70041	0.75817	FBXO22
ENSG00000169752	15	76228310	76352136	307	8	46350	-0.78965	0.78513	NRG4
ENSG00000169758	15	76352178	76521462	505	46	46350	-0.47414	0.6823	C15orf27
ENSG00000140374	15	76507696	76603813	259	13	46350	0.5636	0.28651	ETFA
ENSG00000159556	15	76629065	76634817	16	5	46350	1.0625	0.14401	ISL2
ENSG00000140386	15	76640526	77197785	1296	23	46350	-0.2216	0.58769	SCAPER
ENSG00000117906	15	77223960	77242601	38	14	46350	-0.32988	0.62926	RCN2
ENSG00000140368	15	77285700	77329673	116	21	46350	0.12202	0.45144	PSTPIP1
ENSG00000140391	15	77336359	77376326	50	10	46350	0.93414	0.17512	TSPAN3
ENSG00000173517	15	77400471	77712486	565	24	46350	0.53919	0.29488	PEAK1
ENSG00000140382	15	77712754	77777949	129	13	46350	0.059653	0.47622	HMG20A
ENSG00000169783	15	77905369	78113242	722	43	46350	0.69265	0.24427	LINGO1
ENSG00000167202	15	78276378	78370066	375	25	46350	0.77778	0.21835	TBC1D2B
ENSG00000183476	15	78370150	78397251	76	19	46350	1.5902	0.055893	SH2D7
ENSG00000136425	15	78396948	78423886	108	17	46350	1.0914	0.13756	CIB2
ENSG00000166411	15	78423840	78464291	115	19	46350	-0.81897	0.7936	IDH3A
ENSG00000103740	15	78459810	78538030	292	44	46350	-0.37863	0.64752	ACSBG1
ENSG00000140403	15	78556428	78574538	73	14	46350	-0.59742	0.72489	DNAJA4
ENSG00000140395	15	78570177	78592136	61	13	46350	-0.12288	0.5489	WDR61
ENSG00000166426	15	78632666	78640572	21	8	46350	0.052433	0.47909	CRABP1
ENSG00000136381	15	78729773	78793798	158	15	46350	0.20521	0.4187	IREB2
ENSG00000188266	15	78799906	78829714	88	7	46350	1.3268	0.092292	HYKK
ENSG00000041357	15	78832747	78841604	31	3	46350	1.0249	0.15271	PSMA4
ENSG00000169684	15	78857862	78887611	83	10	46350	1.3792	0.083917	CHRNA5
ENSG00000080644	15	78885394	78913637	112	11	46350	1.1346	0.12828	CHRNA3
ENSG00000117971	15	78916461	79020096	296	24	46350	2.0457	0.020393	CHRNB4
ENSG00000136378	15	79051545	79103773	242	17	46350	1.0473	0.14748	ADAMTS7
ENSG00000185787	15	79102829	79190475	417	19	46350	0.28411	0.38816	MORF4L1
ENSG00000103811	15	79213400	79241916	118	13	46350	0.88962	0.18683	CTSH
ENSG00000058335	15	79252289	79383115	426	58	46350	0.27503	0.39164	RASGRF1
ENSG00000235711	15	79575146	79590580	31	8	46350	-0.52373	0.69977	ANKRD34C
ENSG00000166557	15	79603404	79704334	447	25	46350	0.69679	0.24297	TMED3
ENSG00000169330	15	79724858	79764632	165	23	46350	2.926	0.0017167	KIAA1024
ENSG00000136371	15	80125927	80189721	205	25	46350	1.2443	0.1067	MTHFS
ENSG00000259332	15	80137537	80216096	328	24	46350	1.3552	0.087671	ST20-MTHFS
ENSG00000180953	15	80191182	80216044	165	12	46350	1.3944	0.081599	ST20
ENSG00000259642	15	80215113	80217194	14	5	46350	1.1717	0.12066	C15orf37
ENSG00000257028	15	80215507	80217194	13	5	46350	1.2208	0.11108	C15ORF37
ENSG00000140379	15	80253231	80263788	23	3	46350	-1.0321	0.84898	BCL2A1
ENSG00000086666	15	80351910	80430735	220	22	46350	-1.1105	0.86661	ZFAND6
ENSG00000103876	15	80444832	80479288	154	21	46350	1.0521	0.14638	FAH
ENSG00000259495	15	80637195	80695917	371	23	46350	0.64273	0.2602	RP11-210M15.2
ENSG00000172379	15	80696692	80890278	543	56	46350	-1.4501	0.92648	ARNT2
ENSG00000136379	15	80972025	81047962	298	26	46350	0.93811	0.17409	ABHD17C
ENSG00000103888	15	81071684	81244117	342	52	46350	0.42094	0.3369	KIAA1199
ENSG00000259649	15	81188532	81202118	10	3	46350	1.4619	0.071889	RP11-351M8.1
ENSG00000117899	15	81239667	81282219	103	6	46350	-0.41078	0.65938	MESDC2
ENSG00000140406	15	81293295	81296342	3	1	46350	-0.17001	0.5675	MESDC1
ENSG00000156206	15	81299374	81441516	389	24	46350	-1.4365	0.92457	C15orf26
ENSG00000172349	15	81451916	81605104	470	33	46350	0.0016396	0.49935	IL16
ENSG00000172345	15	81601394	81616524	52	13	46350	1.2029	0.1145	STARD5
ENSG00000188869	15	81623558	81666554	171	16	46350	0.46226	0.32195	TMC3
ENSG00000183496	15	82334119	82338482	3	2	46350	-0.42274	0.66376	MEX3B
ENSG00000259518	15	82380935	82390035	34	12	46350	0.23198	0.40828	RP11-597K23.2
ENSG00000140598	15	82422571	82555104	469	32	46350	2.0148	0.021965	EFTUD1
ENSG00000188659	15	82555151	82577271	62	15	46350	1.1825	0.1185	FAM154B
ENSG00000205281	15	82635130	82641706	3	2	46350	-0.041983	0.51674	GOLGA6L10
ENSG00000215749	15	82930438	82939159	4	2	46350	1.3597	0.086957	GOLGA6L18
ENSG00000196648	15	83098710	83108085	1	1	46350	-0.77287	0.7802	GOLGA6L20
ENSG00000260836	15	83208783	83224682	33	10	46350	1.209	0.11334	RP11-152F13.10
ENSG00000261086	15	83209620	83231124	48	12	46350	1.4783	0.06967	RP11-379H8.1
ENSG00000214575	15	83211951	83317612	333	22	46350	1.2877	0.098932	CPEB1
ENSG00000103723	15	83328033	83378666	131	21	46350	1.3551	0.087687	AP3B2
ENSG00000186628	15	83424114	83474822	142	22	46350	1.6564	0.048823	FSD2
ENSG00000156232	15	83478380	83503611	87	19	46350	0.6569	0.25562	WHAMM
ENSG00000103942	15	83509838	83654661	381	28	46350	2.5278	0.0057393	HOMER2
ENSG00000169612	15	83654959	83659809	7	3	46350	2.9922	0.0013849	FAM103A1
ENSG00000169609	15	83657193	83680393	62	12	46350	3.1404	0.00084361	C15orf40
ENSG00000064726	15	83685174	83736106	158	21	46350	0.82727	0.20404	BTBD1
ENSG00000136404	15	83776159	83813606	54	11	46350	0.88039	0.18932	TM6SF1
ENSG00000166503	15	83784320	83876770	167	13	46350	0.53975	0.29468	HDGFRP3
ENSG00000169594	15	83924655	83953466	46	9	46350	0.67776	0.24896	BNC1
ENSG00000140600	15	84115980	84287495	470	62	46350	0.042251	0.48315	SH3GL3
ENSG00000156218	15	84322838	84708594	1201	47	46350	1.6798	0.046497	ADAMTSL3
ENSG00000259511	15	84841242	84850986	1	1	46350	2.0895	0.01833	UBE2Q2L
ENSG00000184206	15	84904525	84914120	2	1	46350	-0.54368	0.70667	GOLGA6L4
ENSG00000176371	15	85144217	85171027	59	12	46350	2.2999	0.010728	ZSCAN2
ENSG00000177082	15	85185999	85197574	31	6	46350	3.3668	0.00038026	WDR73
ENSG00000197696	15	85198360	85201794	12	3	46350	3.2325	0.00061361	NMB
ENSG00000140612	15	85212775	85259947	124	21	46350	2.7274	0.0031922	SEC11A
ENSG00000166716	15	85291866	85349659	146	19	46350	3.0991	0.00097043	ZNF592
ENSG00000136383	15	85359911	85416713	165	28	46350	2.4906	0.0063767	ALPK3
ENSG00000156222	15	85427885	85518876	498	57	46350	0.71604	0.23698	SLC28A1
ENSG00000073417	15	85523671	85682376	625	24	46350	-1.1109	0.8667	PDE8A
ENSG00000170776	15	85923802	86292586	1471	42	46350	1.0511	0.14661	AKAP13
ENSG00000183655	15	86302554	86338261	155	24	46350	1.5149	0.064896	KLHL25
ENSG00000166748	15	86685227	87572283	4130	151	46350	0.32053	0.37428	AGBL1
ENSG00000140538	15	88418230	88799999	943	75	46350	-0.60181	0.72635	NTRK3
ENSG00000259494	15	89002707	89010650	2	1	46350	-0.77622	0.78119	MRPL46
ENSG00000181991	15	89010684	89022222	7	4	46350	0.044539	0.48224	MRPS11
ENSG00000140543	15	89054790	89089906	112	10	46350	-0.54267	0.70632	DET1
ENSG00000181026	15	89164527	89175513	58	9	46350	-0.10433	0.54154	AEN
ENSG00000172183	15	89179384	89199714	84	14	46350	-0.71118	0.76151	ISG20
ENSG00000157766	15	89346674	89418585	260	38	46350	0.58241	0.28014	ACAN
ENSG00000140511	15	89420519	89438857	91	11	46350	-0.72001	0.76424	HAPLN3
ENSG00000140545	15	89441916	89456642	75	13	46350	-0.23181	0.59166	MFGE8
ENSG00000140526	15	89630690	89745591	291	30	46350	0.04851	0.48065	ABHD2
ENSG00000140522	15	89753100	89764982	39	8	46350	1.203	0.11448	RLBP1
ENSG00000140525	15	89787180	89860492	166	10	46350	1.2264	0.11003	FANCI
ENSG00000140521	15	89859534	89878092	49	7	46350	0.48466	0.31396	POLG
ENSG00000140519	15	89998680	90039844	73	9	46350	1.1309	0.12904	RHCG
ENSG00000140534	15	90118713	90174287	149	13	46350	-0.090668	0.53612	TICRR
ENSG00000166813	15	90152020	90198682	127	12	46350	-0.27386	0.60791	KIF7
ENSG00000166819	15	90207596	90222658	42	13	46350	1.7202	0.042695	PLIN1
ENSG00000166821	15	90220995	90234014	34	7	46350	1.879	0.030122	PEX11A
ENSG00000140527	15	90234028	90286869	214	13	46350	-0.96217	0.83202	WDR93
ENSG00000166823	15	90291892	90294541	9	3	46350	-1.0309	0.84872	MESP1
ENSG00000188095	15	90303822	90321982	103	6	46350	-0.52261	0.69938	MESP2
ENSG00000166825	15	90328120	90358633	126	15	46350	-0.41324	0.66028	ANPEP
ENSG00000157823	15	90373831	90437574	156	13	46350	-0.86755	0.80718	AP3S2
ENSG00000250021	15	90377540	90456114	211	15	46350	-0.90058	0.81609	C15orf38-AP3S2
ENSG00000242498	15	90443159	90456188	34	8	46350	-0.94323	0.82722	C15orf38
ENSG00000140548	15	90544624	90625438	191	23	46350	0.34881	0.36362	ZNF710
ENSG00000182054	15	90626277	90645736	69	10	46350	0.032268	0.48713	IDH2
ENSG00000185033	15	90703836	90772911	295	19	46350	1.0179	0.15436	SEMA4B
ENSG00000185043	15	90773207	90777279	17	3	46350	0.17666	0.42989	CIB1
ENSG00000183208	15	90777040	90785315	21	4	46350	-0.23933	0.59457	GDPGP1
ENSG00000213471	15	90792762	90808199	73	6	46350	-0.82009	0.79392	TTLL13
ENSG00000261147	15	90792788	90815440	82	7	46350	-0.85649	0.80414	RP11-697E2.6
ENSG00000182768	15	90808891	90816463	11	5	46350	-1.0772	0.8593	NGRN
ENSG00000238244	15	90890819	90892669	13	2	46350	-0.028752	0.51147	GABARAPL3
ENSG00000196391	15	90895477	90909324	62	7	46350	0.38071	0.35171	ZNF774
ENSG00000140575	15	90931450	91045475	379	15	46350	0.58515	0.27923	IQGAP1
ENSG00000140577	15	91073157	91188577	406	22	46350	-0.21213	0.584	CRTC3
ENSG00000197299	15	91260558	91358859	346	22	46350	-0.24266	0.59587	BLM
ENSG00000140564	15	91411822	91426688	33	7	46350	-0.78301	0.78319	FURIN
ENSG00000182511	15	91426925	91439006	40	8	46350	-0.92758	0.82319	FES
ENSG00000196547	15	91445448	91465814	64	12	46350	0.70214	0.2413	MAN2A2
ENSG00000140553	15	91473410	91497323	92	12	46350	0.79973	0.21193	UNC45A
ENSG00000184508	15	91474148	91475799	3	1	46350	0.82944	0.20343	HDDC3
ENSG00000166965	15	91498100	91506349	34	7	46350	-0.18449	0.57319	RCCD1
ENSG00000198901	15	91509270	91538859	121	12	46350	-0.42382	0.66415	PRC1
ENSG00000184056	15	91541646	91565833	85	12	46350	0.1628	0.43534	VPS33B
ENSG00000185518	15	91643180	91844539	718	52	46350	0.80616	0.21008	SV2B
ENSG00000176463	15	92396925	92715665	1231	90	46350	1.8837	0.029802	SLCO3A1
ENSG00000140557	15	92937058	93011958	232	25	46350	0.17215	0.43166	ST8SIA2
ENSG00000183643	15	93014884	93044347	104	20	46350	1.1643	0.12216	C15orf32
ENSG00000185442	15	93160673	93353114	921	48	46350	-1.3626	0.91349	FAM174B
ENSG00000173575	15	93426526	93571237	453	32	46350	-0.4616	0.67782	CHD2
ENSG00000182175	15	93586636	93632433	178	26	46350	-0.47304	0.68191	RGMA
ENSG00000269360	15	93749295	93751277	4	2	46350	-1.1266	0.87004	AC112693.2
ENSG00000140563	15	94774767	95023632	938	92	46350	-2.0444	0.97954	MCTP2
ENSG00000185551	15	96869167	96883492	15	3	46350	0.56462	0.28617	NR2F2
ENSG00000185594	15	97326619	97328845	5	3	46350	-0.44744	0.67272	SPATA8
ENSG00000251209	15	98285448	98417780	663	41	46350	-0.46715	0.6798	LINC00923
ENSG00000140450	15	98462784	98517068	266	30	46350	0.81327	0.20803	ARRDC4
ENSG00000185087	15	98980391	99057611	292	19	46350	-1.4485	0.92626	FAM169B
ENSG00000140443	15	99192200	99507759	987	96	46350	-0.13491	0.55366	IGF1R
ENSG00000183571	15	99511459	99551024	157	17	46350	-0.75112	0.77371	PGPEP1L
ENSG00000182253	15	99638420	99675798	201	22	46350	0.47218	0.3184	SYNM
ENSG00000103852	15	99676528	99791428	357	27	46350	0.46855	0.3197	TTC23
ENSG00000168904	15	99791567	99930934	496	29	46350	0.59402	0.27625	LRRC28
ENSG00000268730	15	99859300	99859828	2	1	46350	-0.32261	0.6265	AC022819.2
ENSG00000068305	15	100017370	100256671	667	50	46350	1.6355	0.050974	MEF2A
ENSG00000183060	15	100255902	100273766	58	10	46350	1.0373	0.14979	LYSMD4
ENSG00000214397	15	100255908	100258029	7	3	46350	1.7666	0.038648	DKFZP779J2370
ENSG00000259363	15	100347228	100417353	509	19	46350	0.076078	0.46968	CTD-2054N24.2
ENSG00000140470	15	100511794	100882210	2089	127	46350	0.97184	0.16556	ADAMTS17
ENSG00000154227	15	100940600	101085200	810	27	46350	-0.94684	0.82814	CERS3
ENSG00000140471	15	101099574	101143435	260	16	46350	1.2633	0.10324	LINS
ENSG00000183475	15	101142739	101191910	136	19	46350	-0.20402	0.58083	ASB7
ENSG00000184254	15	101417919	101456831	92	13	46350	-0.054351	0.52167	ALDH1A3
ENSG00000154237	15	101459420	101610317	629	42	46350	-1.2658	0.89721	LRRK1
ENSG00000131873	15	101715928	101792137	235	19	46350	2.0304	0.02116	CHSY1
ENSG00000131871	15	101811022	101817705	12	5	46350	0.93962	0.17371	VIMP
ENSG00000131876	15	101821715	101835487	42	4	46350	0.31471	0.37649	SNRPA1
ENSG00000140479	15	101840818	102065405	1080	115	46350	-1.446	0.92591	PCSK6
ENSG00000184277	15	102161847	102192594	80	17	46350	0.096482	0.46157	TM2D3
ENSG00000185418	15	102193801	102264807	174	20	46350	1.5693	0.05829	TARSL2
ENSG00000259658	15	102277302	102285913	20	5	46350	2.9572	0.0015522	RP11-89K11.1
ENSG00000184140	15	102345902	102346876	1	1	46350	-0.097411	0.5388	OR4F6
ENSG00000182854	15	102358366	102359350	1	1	46350	0.66227	0.2539	OR4F15
ENSG00000161980	16	96407	103628	30	5	46350	0.45482	0.32462	POLR3K
ENSG00000161981	16	103010	107669	13	4	46350	-0.22966	0.59082	SNRNP25
ENSG00000007384	16	108058	126354	54	10	46350	-1.1524	0.87543	RHBDF1
ENSG00000103152	16	127006	135852	25	4	46350	-0.8308	0.79696	MPG
ENSG00000103148	16	134273	188859	142	16	46350	-0.41697	0.66165	NPRL3
ENSG00000130656	16	202686	204502	1	1	46350	0.52095	0.3012	HBZ
ENSG00000206177	16	203891	216767	44	8	46350	-0.032488	0.51296	HBM
ENSG00000086506	16	230452	231180	4	2	46350	0.9471	0.17179	HBQ1
ENSG00000007392	16	238968	279462	81	12	46350	-0.73948	0.77019	LUC7L
ENSG00000167930	16	284545	319942	101	12	46350	-0.33685	0.63188	ITFG3
ENSG00000269881	16	299546	319942	60	7	46350	-0.070738	0.5282	ITFG3
ENSG00000076344	16	318300	325980	23	4	46350	0.31704	0.37561	RGS11
ENSG00000242173	16	318726	333003	45	11	46350	-0.15431	0.56132	ARHGDIG
ENSG00000185615	16	333152	337215	15	5	46350	2.742	0.0030537	PDIA2
ENSG00000103126	16	337440	402673	255	18	46350	2.631	0.0042572	AXIN1
ENSG00000086504	16	417384	420527	16	4	46350	0.75351	0.22557	MRPL28
ENSG00000129925	16	420773	437113	81	8	46350	1.9832	0.023674	TMEM8A
ENSG00000103202	16	446725	460367	42	5	46350	-0.36414	0.64212	NME4
ENSG00000242612	16	451826	462487	25	3	46350	-0.51175	0.69559	DECR2
ENSG00000090565	16	475619	573011	270	16	46350	-0.16516	0.56559	RAB11FIP3
ENSG00000103326	16	577717	604636	24	4	46350	0.67886	0.24861	CAPN15
ENSG00000161992	16	610422	615528	12	3	46350	1.2294	0.10946	C16orf11
ENSG00000007541	16	616995	634136	65	3	46350	0.78301	0.21681	PIGQ
ENSG00000197562	16	639357	679272	117	7	46350	0.51169	0.30443	RAB40C
ENSG00000127578	16	679239	684116	17	3	46350	0.7898	0.21482	WFIKKN1
ENSG00000172366	16	691813	698474	4	2	46350	1.6855	0.045945	FAM195A
ENSG00000161996	16	699311	717833	56	2	46350	-0.36784	0.6435	WDR90
ENSG00000140983	16	718086	724174	12	2	46350	-0.57406	0.71704	RHOT2
ENSG00000103269	16	725666	728268	1	1	46350	1.0098	0.1563	RHBDL1
ENSG00000103266	16	730224	732870	4	2	46350	-0.45696	0.67615	STUB1
ENSG00000161999	16	731671	734529	2	1	46350	-0.23683	0.59361	JMJD8
ENSG00000127580	16	734622	740444	7	1	46350	-0.91334	0.81947	WDR24
ENSG00000127585	16	742500	755829	19	2	46350	-0.64492	0.74051	FBXL16
ENSG00000103260	16	765115	769655	11	1	46350	-0.36054	0.64078	METRN
ENSG00000103254	16	770581	772601	6	1	46350	-1.2062	0.88614	FAM173A
ENSG00000162004	16	772582	776954	6	1	46350	-1.4827	0.93092	CCDC78
ENSG00000103253	16	776936	785525	12	2	46350	-1.4161	0.92163	HAGHL
ENSG00000103245	16	779753	791329	9	2	46350	-1.4544	0.92708	NARFL
ENSG00000102854	16	810762	818865	1	1	46350	-0.61221	0.7298	MSLN
ENSG00000162006	16	819428	833370	4	1	46350	-0.50033	0.69158	MSLNL
ENSG00000007376	16	834974	838397	1	1	46350	-0.10724	0.5427	RPUSD1
ENSG00000127586	16	838046	850737	3	1	46350	0.00092271	0.49963	CHTF18
ENSG00000127588	16	848041	850733	1	1	46350	0.071248	0.4716	GNG13
ENSG00000167945	16	855443	863861	8	1	46350	0.0085537	0.49659	PRR25
ENSG00000103227	16	903634	1031318	560	19	46350	-0.66141	0.74583	LMF1
ENSG00000269047	16	1031252	1031663	1	1	46350	-0.74976	0.7733	AC009041.2
ENSG00000005513	16	1031808	1036979	23	5	46350	0.15526	0.43831	SOX8
ENSG00000196557	16	1203241	1271771	65	11	46350	-0.72392	0.76544	CACNA1H
ENSG00000116176	16	1271651	1275257	14	4	46350	0.46638	0.32047	TPSG1
ENSG00000172236	16	1290697	1292555	8	3	46350	-0.71162	0.76165	TPSAB1
ENSG00000095917	16	1306060	1308532	13	3	46350	-1.738	0.95889	TPSD1
ENSG00000103275	16	1355548	1377019	137	11	46350	1.0607	0.14442	UBE2I
ENSG00000007516	16	1383602	1399439	58	13	46350	-0.24512	0.59682	BAIAP3
ENSG00000007520	16	1399241	1401912	7	3	46350	-0.20381	0.58075	TSR3
ENSG00000090581	16	1401924	1413352	26	8	46350	0.013766	0.49451	GNPTG
ENSG00000059145	16	1413206	1464752	155	17	46350	-1.143	0.87348	UNKL
ENSG00000174109	16	1469745	1479345	23	5	46350	-0.82551	0.79546	C16orf91
ENSG00000197599	16	1484384	1494557	79	15	46350	-1.2495	0.89426	CCDC154
ENSG00000103249	16	1494935	1525581	213	20	46350	-0.98416	0.83748	CLCN7
ENSG00000251692	16	1535887	1538982	27	7	46350	-1.0426	0.85143	PTX4
ENSG00000100726	16	1543345	1560458	65	11	46350	0.47063	0.31895	TELO2
ENSG00000187535	16	1560428	1662111	357	18	46350	0.56938	0.28455	IFT140
ENSG00000131634	16	1578689	1605581	100	12	46350	0.47793	0.31635	TMEM204
ENSG00000007545	16	1662326	1727909	122	10	46350	0.41596	0.33872	CRAMP1L
ENSG00000261732	16	1682260	1736716	99	8	46350	0.50863	0.30551	LA16c-431H6.6
ENSG00000206053	16	1728257	1752281	33	5	46350	0.63932	0.26131	HN1L
ENSG00000138834	16	1756184	1820318	161	18	46350	0.25754	0.39838	MAPK8IP3
ENSG00000103024	16	1820287	1821731	2	1	46350	-0.50831	0.69438	NME3
ENSG00000074071	16	1821891	1823156	4	2	46350	0.22747	0.41003	MRPS34
ENSG00000197774	16	1823208	1831709	23	6	46350	-0.12968	0.55159	EME2
ENSG00000162032	16	1826713	1843701	58	10	46350	0.31406	0.37674	SPSB3
ENSG00000095906	16	1832902	1839192	28	7	46350	0.47757	0.31648	NUBP2
ENSG00000099769	16	1840414	1844972	26	4	46350	0.028082	0.4888	IGFALS
ENSG00000063854	16	1845621	1877195	329	12	46350	1.4686	0.070973	HAGH
ENSG00000180185	16	1876968	1890208	137	3	46350	1.9523	0.025449	FAHD1
ENSG00000162039	16	1883984	1934295	422	6	46350	1.7608	0.039139	MEIOB
ENSG00000162040	16	1961464	1968441	32	3	46350	0.47944	0.31581	HS3ST6
ENSG00000198736	16	1988211	1993327	11	4	46350	-0.030616	0.51221	MSRB1
ENSG00000140986	16	1993975	2007607	52	12	46350	0.24854	0.40186	RPL3L
ENSG00000140990	16	2009509	2011976	23	4	46350	-0.56271	0.71318	NDUFB10
ENSG00000140988	16	2012053	2014861	23	4	46350	-0.48812	0.68727	RPS2
ENSG00000179580	16	2016824	2018976	10	2	46350	-0.76009	0.7764	RNF151
ENSG00000183751	16	2022038	2032934	62	7	46350	0.45437	0.32478	TBL3
ENSG00000196408	16	2028918	2034193	31	6	46350	0.79456	0.21343	NOXO1
ENSG00000269205	16	2031633	2032918	11	3	46350	0.66584	0.25276	AC005606.1
ENSG00000127554	16	2034208	2037750	20	3	46350	0.52409	0.30011	GFER
ENSG00000127561	16	2039661	2044276	11	3	46350	0.20245	0.41978	SYNGR3
ENSG00000167962	16	2047655	2059824	61	10	46350	0.54892	0.29153	ZNF598
ENSG00000183971	16	2059927	2070756	40	9	46350	0.94468	0.17241	NPW
ENSG00000065054	16	2075357	2089027	29	5	46350	-0.79735	0.78738	SLC9A3R2
ENSG00000065057	16	2089816	2097867	8	3	46350	-1.3064	0.9043	NTHL1
ENSG00000103197	16	2097466	2138716	58	14	46350	-0.33085	0.62962	TSC2
ENSG00000008710	16	2138711	2185899	87	8	46350	-0.38001	0.64803	PKD1
ENSG00000167964	16	2190804	2204166	20	4	46350	0.58409	0.27958	RAB26
ENSG00000131653	16	2205699	2228130	27	8	46350	-0.35748	0.63963	TRAF7
ENSG00000167971	16	2227184	2246526	20	4	46350	-0.041566	0.51658	CASKIN1
ENSG00000167965	16	2254249	2259417	11	3	46350	0.9718	0.16558	MLST8
ENSG00000182685	16	2259254	2261951	14	4	46350	0.62103	0.26729	BRICD5
ENSG00000184207	16	2261998	2264808	10	3	46350	0.12947	0.44849	PGP
ENSG00000167967	16	2273567	2285743	18	5	46350	0.05436	0.47832	E4F1
ENSG00000167968	16	2285817	2288712	6	4	46350	-0.37783	0.64722	DNASE1L2
ENSG00000167969	16	2289396	2302301	38	5	46350	0.85327	0.19675	ECI1
ENSG00000205937	16	2303117	2318413	26	5	46350	1.0425	0.1486	RNPS1
ENSG00000167970	16	2303738	2312343	11	4	46350	0.69484	0.24358	AC009065.1
ENSG00000167972	16	2325882	2390747	106	15	46350	0.648	0.25849	ABCA3
ENSG00000162063	16	2479395	2508855	75	2	46350	0.87636	0.19042	CCNF
ENSG00000162062	16	2510081	2514964	2	1	46350	1.8522	0.031997	C16orf59
ENSG00000162065	16	2525147	2555735	7	5	46350	1.3125	0.094676	TBC1D24
ENSG00000260272	16	2546033	2570219	8	5	46350	0.37437	0.35407	RP11-20I23.1
ENSG00000185883	16	2563871	2570219	2	1	46350	-0.44114	0.67045	ATP6V0C
ENSG00000259784	16	2563966	2577956	3	2	46350	-1.1	0.86433	ATP6C
ENSG00000162066	16	2570358	2581423	4	2	46350	-0.24663	0.5974	AMDHD2
ENSG00000205923	16	2577081	2581420	3	2	46350	0.26444	0.39572	CEMP1
ENSG00000140992	16	2587965	2653189	8	5	46350	0.20184	0.42002	PDPK1
ENSG00000167977	16	2732476	2759031	69	11	46350	-0.44729	0.67267	KCTD5
ENSG00000172382	16	2762419	2770552	3	2	46350	0.1591	0.4368	PRSS27
ENSG00000167978	16	2802330	2822539	36	9	46350	0.012943	0.49484	SRRM2
ENSG00000103363	16	2821415	2827298	22	2	46350	-0.70934	0.76094	TCEB2
ENSG00000103355	16	2833954	2837949	8	2	46350	-0.037819	0.51508	PRSS33
ENSG00000007038	16	2867164	2876305	15	3	46350	0.53667	0.29575	PRSS21
ENSG00000162078	16	2880170	2888967	21	3	46350	0.997	0.15938	ZG16B
ENSG00000005001	16	2902728	2908171	15	4	46350	1.0053	0.15738	PRSS22
ENSG00000162076	16	2933187	2949383	99	10	46350	0.98071	0.16337	FLYWCH2
ENSG00000059122	16	2961938	3001209	266	27	46350	0.063562	0.47466	FLYWCH1
ENSG00000131650	16	3013945	3018384	15	3	46350	-0.96937	0.83382	KREMEN2
ENSG00000127564	16	3018025	3030540	20	6	46350	-0.26051	0.60277	PKMYT1
ENSG00000162073	16	3019246	3023490	7	3	46350	-0.058388	0.52328	PAQR4
ENSG00000213937	16	3062457	3064506	3	1	46350	0.0033589	0.49866	CLDN9
ENSG00000184697	16	3064713	3070072	19	5	46350	-0.26135	0.60309	CLDN6
ENSG00000006327	16	3068446	3072384	12	4	46350	-0.51673	0.69733	TNFRSF12A
ENSG00000103145	16	3072621	3074287	1	1	46350	-0.93381	0.8248	HCFC1R1
ENSG00000131652	16	3074028	3077756	9	4	46350	0.12329	0.45094	THOC6
ENSG00000162069	16	3077683	3086927	30	5	46350	-0.41246	0.66	CCDC64B
ENSG00000008516	16	3096682	3110727	64	11	46350	0.61104	0.27059	MMP25
ENSG00000008517	16	3115298	3131908	63	7	46350	0.52138	0.30105	IL32
ENSG00000130182	16	3138891	3149318	28	6	46350	-0.0020973	0.50084	ZSCAN10
ENSG00000122386	16	3162561	3170518	15	2	46350	-0.32562	0.62764	ZNF205
ENSG00000085644	16	3179778	3192806	20	4	46350	0.25279	0.40022	ZNF213
ENSG00000228146	16	3194220	3199964	16	2	46350	0.090451	0.46396	CASP16
ENSG00000168124	16	3254247	3255188	3	1	46350	0.083564	0.4667	OR1F1
ENSG00000010539	16	3272325	3286221	42	7	46350	0.24839	0.40191	ZNF200
ENSG00000103313	16	3292028	3306627	53	6	46350	0.5082	0.30566	MEFV
ENSG00000006194	16	3313743	3351401	41	3	46350	1.7863	0.037026	ZNF263
ENSG00000140993	16	3348832	3355729	8	3	46350	0.98785	0.16161	TIGD7
ENSG00000162086	16	3355406	3368852	27	4	46350	1.8441	0.032587	ZNF75A
ENSG00000168158	16	3405889	3406924	7	3	46350	-1.0922	0.86264	OR2C1
ENSG00000262621	16	3415099	3536960	486	28	46350	-1.4105	0.92081	NAA60
ENSG00000232196	16	3421053	3422283	7	2	46350	-0.039635	0.51581	MTRNR2L4
