GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
66	17:43680000-43690000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
66	17:43680000-43690000	17:44300000-44310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	ENSG00000120071	1
66	17:43680000-43690000	17:44320000-44330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs369209138;chr17:43681149;chr17:43681222;chr17:43681304;chr17:43681316;rs113311910;chr17:43681771;chr17:43681796;chr17:43681824;chr17:43682010;chr17:43682098;chr17:43682323;rs451737;rs4528616;rs4471725;rs4485406;rs201658835;chr17:43684094;rs1635285;rs372301122;chr17:43684425;rs2906009;rs2906007;rs2906006;chr17:43685291;rs444967;rs430688;rs413519;rs385199;rs440778;rs2949997;chr17:43687181;rs391338;rs411305;rs378392;chr17:43688042;rs62066085;chr17:43688317;rs62066086;chr17:43688579;rs28795799;rs56340658;chr17:43689684	NA	0
66	17:43690000-43700000	17:42820000-42830000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43690000-43700000	17:42850000-42860000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43690000-43700000	17:42900000-42910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	ENSG00000182963	1
66	17:43690000-43700000	17:42910000-42920000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43690000-43700000	17:43470000-43480000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43690000-43700000	17:44290000-44300000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43690000-43700000	17:44300000-44310000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	ENSG00000120071	1
66	17:43690000-43700000	17:44320000-44330000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs148537841;rs147670174;rs376775643;chr17:43691377;rs2668709;rs611351;chr17:43693341;chr17:43693379;chr17:43693462;chr17:43693538;chr17:43695197;rs112997627;chr17:43695967;chr17:43696159;chr17:43696254;rs199505547;rs143345034;rs184745911;chr17:43699113	NA	0
66	17:43700000-43710000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs192252295;rs62066125;rs392116;rs385383;rs446330;chr17:43704310;rs372526058;rs375424530;rs383241;rs376120;rs365825;rs393838;rs681485;rs594591;chr17:43707838;rs593720;rs444071;rs396593;rs67379001;rs368673667;rs450237;rs436667;rs650927;rs671740	NA	0
66	17:43710000-43720000	17:43920000-43930000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs81632;rs16940633;rs17686610;rs2942170;rs2942169;rs241045;rs241044;rs241042;rs241041;chr17:43714179;chr17:43714190;rs241039;rs2942168;rs2942167;rs2942166;rs2942165;rs117368197;rs372494195;rs187569028;rs190958065;rs182784716;rs413778;rs389217;rs389978;rs439558;rs434805;rs393152;rs3108318;rs3108317	ENSG00000185294	1
66	17:43710000-43720000	17:43930000-43940000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs81632;rs16940633;rs17686610;rs2942170;rs2942169;rs241045;rs241044;rs241042;rs241041;chr17:43714179;chr17:43714190;rs241039;rs2942168;rs2942167;rs2942166;rs2942165;rs117368197;rs372494195;rs187569028;rs190958065;rs182784716;rs413778;rs389217;rs389978;rs439558;rs434805;rs393152;rs3108318;rs3108317	NA	0
66	17:43720000-43730000	17:43920000-43930000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2942164;rs1706746;chr17:43721690;rs1706748;rs413917;rs3418;rs393675;chr17:43723929;chr17:43723930;rs669915;chr17:43724247;rs449501;rs448830;rs434428;rs434598;rs434971;rs385691;rs455028;rs366858;rs439945;rs453997;rs424243;rs422112;rs417968;rs413844;rs647483	ENSG00000185294	1
66	17:43730000-43740000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs241038;rs241037;rs241036;rs241035;rs11276875;rs241034;chr17:43733707;rs241033;rs241032;chr17:43734255;rs241031;rs241030;rs241029;rs241028;rs241027;rs241026;rs241025;rs241024;rs241023;rs241022;rs241021;rs241020	NA	0
66	17:43730000-43740000	17:44370000-44380000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs241038;rs241037;rs241036;rs241035;rs11276875;rs241034;chr17:43733707;rs241033;rs241032;chr17:43734255;rs241031;rs241030;rs241029;rs241028;rs241027;rs241026;rs241025;rs241024;rs241023;rs241022;rs241021;rs241020	ENSG00000176681	1
66	17:43730000-43740000	17:44600000-44610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs241038;rs241037;rs241036;rs241035;rs11276875;rs241034;chr17:43733707;rs241033;rs241032;chr17:43734255;rs241031;rs241030;rs241029;rs241028;rs241027;rs241026;rs241025;rs241024;rs241023;rs241022;rs241021;rs241020	NA	0
66	17:43740000-43750000	17:44600000-44610000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1724409;rs62053939;rs111273167;rs62053940;rs55688739;rs17760577;chr17:43741627;chr17:43742454;rs17760631;rs1635298;rs17687462;chr17:43746187;rs17760733;rs79675109;rs142642115;rs17687504;rs62053945;rs1724407;rs62053946;rs62053947;rs62053948;rs62053949;rs62053950;rs62053951;rs62053952;rs62053953;rs17687534;rs1631850;rs62053954;rs62053955	NA	0
66	17:43750000-43760000	17:43900000-43910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17687571;rs17760817;rs1630095;rs17687625;rs62053956;rs4792824;rs1635293;rs62053957;rs112637166;rs62053958;rs62053959;rs62055660;rs113486004;chr17:43751598;rs1635291;rs62055661;rs113155081;rs62055662;rs62055663;rs62055664;rs76717812;rs17687667;rs79073784;rs62055665;rs62055689;rs62055690;rs62055691;rs62055692;rs1724402;rs1724401;rs1724400;chr17:43756171;rs74398257;rs17687740;rs872972;rs757503;rs757502;rs757501;rs757500;rs62055693;rs1635288;rs78487840;rs55974014;chr17:43757776;chr17:43757777;rs55651627;rs112155389;chr17:43758116;rs62055696;rs62055697;rs62055698;rs17761046;rs62055700;rs62055701;rs62055702;rs112431991;rs76539714;rs57222984;rs17687838;rs76333921;rs76453925;rs17687849	NA	0
66	17:43770000-43780000	17:43640000-43650000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs74765707;rs62056861;rs62056862;rs62056863;rs7207373;rs62056864;rs62056865;rs62056866;rs62056867;rs56200760;rs17688391;rs17688410;rs55927630;rs17688434;chr17:43773058;rs17688452;rs10491144;rs10491143;rs62056869;chr17:43773514m;rs200714673;rs17688511;rs62056870;rs17688534;rs17688558;chr17:43774255;rs201825478;rs56162163;rs56391096;rs17761838;rs62056872;rs12150141;chr17:43775212;rs12150608;rs12150610;rs12150547;rs17688682;rs12150454;rs12150091;rs12150464;rs12150435;rs112972619;rs76761706;rs80143279;rs17761985;rs62056873;rs17688767;rs62056874;rs17688773;rs17762073;chr17:43777835;rs1724423m;rs140500355;rs62056875;chr17:43778315;rs17688875;rs17762165;rs17688916;rs62056876;rs62056877;chr17:43779031;rs17688922;rs17688944;rs1526128;rs1526129	NA	0
66	17:43790000-43800000	17:43270000-43280000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62056934;rs79322350;rs62056935;chr17:43790598;rs75076131;rs77727624;rs62056936;rs62056937;rs62056939;rs62056940;rs78803763;rs77387379;rs75990322;rs113661667;rs74579538;chr17:43792090;chr17:43792091;rs56406407;rs55973918;rs56220242;rs56160448;rs56167560;rs55849973;chr17:43792493;rs1880749;rs1568951;rs1568950;rs1568949;rs1105571;rs1105570;rs1105569;rs7502718;rs7502937;rs4479288;rs4479289;rs4609898;rs4605208;rs75310534;rs111511018;rs113173628;rs76007856;rs111415173;rs113991678;rs147863707m;rs112995313;rs111985258;chr17:43796396;rs1880750;rs56167344;chr17:43797157;rs56046792;rs56323722;rs55989971;rs3072094;rs62056946;rs75403953;rs71917787;rs62054372;chr17:43798784;chr17:43798787;rs201758601;rs55838058;rs56062621;rs55962674;rs55896111;rs55787734;rs55653963;rs62054378;rs77819001;rs76667867	NA	0
66	17:43790000-43800000	17:43560000-43570000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62056934;rs79322350;rs62056935;chr17:43790598;rs75076131;rs77727624;rs62056936;rs62056937;rs62056939;rs62056940;rs78803763;rs77387379;rs75990322;rs113661667;rs74579538;chr17:43792090;chr17:43792091;rs56406407;rs55973918;rs56220242;rs56160448;rs56167560;rs55849973;chr17:43792493;rs1880749;rs1568951;rs1568950;rs1568949;rs1105571;rs1105570;rs1105569;rs7502718;rs7502937;rs4479288;rs4479289;rs4609898;rs4605208;rs75310534;rs111511018;rs113173628;rs76007856;rs111415173;rs113991678;rs147863707m;rs112995313;rs111985258;chr17:43796396;rs1880750;rs56167344;chr17:43797157;rs56046792;rs56323722;rs55989971;rs3072094;rs62056946;rs75403953;rs71917787;rs62054372;chr17:43798784;chr17:43798787;rs201758601;rs55838058;rs56062621;rs55962674;rs55896111;rs55787734;rs55653963;rs62054378;rs77819001;rs76667867	ENSG00000225190	1
66	17:43810000-43820000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17649162;rs62054394;rs113790915;rs77807457;rs75022332;rs77804065;rs77301847;rs62054395;rs17563683;rs62054396;rs17563718;rs62054397;rs4569335;chr17:43811990;rs1526125;rs1526126;rs1526127;rs62054398;rs62054399;rs62054400;rs62054411;rs62054412;rs17563787;rs62054413;rs62054414;rs10451283;rs370719108;rs76421814;chr17:43814930;rs56006248;rs56298110;rs1608955;rs1608956;rs62054417;rs78440279;rs75500942;rs62054418;rs62054419;rs62054420;rs62054421;rs17563800;rs56295996;rs56384960;rs56178230;rs80157557;rs76728632;rs17563827;rs80072429;rs77114624;rs76311426;rs17563861;rs17563889;rs62054424;rs17563923;rs62054425;chr17:43819597	NA	0
66	17:43820000-43830000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62054426;rs62054427;rs74464991;rs2004260;rs62054428;rs75788861;rs9906974;rs62054429;rs76171147;rs75643244;rs62054431;rs62054432;rs111497072;rs62054433;rs7207400;rs62054434;rs12150683;rs12150332;rs62054435;rs75715199;rs62054436;rs62054437;rs62054438;rs62054439;rs17334797;rs12150658;rs12150363;rs12150672;chr17:43827156;rs17334894;rs17334923;rs62054440;rs12150451;rs12150048;rs12150455;rs12150604;rs17334944;rs17426064;rs79172804;rs17426106;rs62054442	NA	0
66	17:43830000-43840000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35879086;rs62055868;rs62055869;rs17426174;rs62055871;rs55645418;rs11657611;rs35631660;rs17426195;rs35282504;rs62055875;rs62055876;rs36047693;rs34195569;rs34579278;rs34211253;rs34008514;rs12943085;rs71363552;chr17:43834873;rs7350923;rs11079717;rs62055878;rs76669427;rs143196316;rs74514268;rs62055879;rs12948216;rs56013908;rs56214516;rs56168907;rs55747440;rs55801356;rs62055883;rs62055884;rs79882507;chr17:43837868;rs78011262;rs62055885;rs28439278;rs12150621;rs62055886;rs62055887;rs62055888;rs62055889;rs66470052;rs71375313;rs11079718	NA	0
66	17:43830000-43840000	17:43640000-43650000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs35879086;rs62055868;rs62055869;rs17426174;rs62055871;rs55645418;rs11657611;rs35631660;rs17426195;rs35282504;rs62055875;rs62055876;rs36047693;rs34195569;rs34579278;rs34211253;rs34008514;rs12943085;rs71363552;chr17:43834873;rs7350923;rs11079717;rs62055878;rs76669427;rs143196316;rs74514268;rs62055879;rs12948216;rs56013908;rs56214516;rs56168907;rs55747440;rs55801356;rs62055883;rs62055884;rs79882507;chr17:43837868;rs78011262;rs62055885;rs28439278;rs12150621;rs62055886;rs62055887;rs62055888;rs62055889;rs66470052;rs71375313;rs11079718	NA	0
66	17:43860000-43870000	17:43750000-43760000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62057073	NA	0
66	17:43860000-43870000	17:43900000-43910000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62057073	NA	0
66	17:43870000-43880000	17:43650000-43660000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs56319902;rs55943044;rs62057097;rs80184151;rs72834575	NA	0
66	17:43870000-43880000	17:43660000-43670000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs56319902;rs55943044;rs62057097;rs80184151;rs72834575	NA	0
66	17:43880000-43890000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17689378;chr17:43883941;chr17:43883944;chr17:43883948;chr17:43883949;rs112900578;rs62057101;rs62057103	NA	0
66	17:43880000-43890000	17:43650000-43660000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17689378;chr17:43883941;chr17:43883944;chr17:43883948;chr17:43883949;rs112900578;rs62057101;rs62057103	NA	0
66	17:43880000-43890000	17:43660000-43670000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs17689378;chr17:43883941;chr17:43883944;chr17:43883948;chr17:43883949;rs112900578;rs62057101;rs62057103	NA	0
66	17:43890000-43900000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs11867635;rs72834580;rs55915917;rs55668363;rs17689471;rs117365970;rs117646503;rs17762769;rs8072451;rs8073146;rs28364025;rs28364023;chr17:43894485;rs55779147;rs56357543;rs56099546;rs739645;rs739644;chr17:43895168;rs4564621;rs2316763;rs2316764;rs4277389;rs4566211;rs4566212;rs4309444;rs62057107;rs12150390;rs17689608;rs62057108;rs62057109;rs78074121;rs62057110;chr17:43896862;chr17:43897026m;rs62057111;rs62057112;rs78587102;rs62057113;rs78506181;rs79600142;rs146452805;chr17:43898362;rs111739681;rs17762882;rs17689653;rs17762912;rs62057114;rs62057115;rs78917479;rs62057116;rs62057117;rs62057118;rs62057119;rs17762954	NA	0
66	17:43900000-43910000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55979424;rs56284150;rs55638417;rs79501144;rs62057121;rs112137135;rs62057122;rs62057123;rs62057143;rs62057144;rs4335809;rs4341787;rs4523962;rs4327090;rs3885074;rs3885075;rs41280116;rs34283254;rs1912151;rs1396862;rs41280118;rs62057146;rs62057147;rs17763050;rs62057148;rs62057149;rs62057150;rs62057151;rs62057152;rs17689824;rs62057153;rs62057154;rs62057155;rs62057156;rs78872653;rs62057157;rs17763086;rs17425752;rs17689882;rs62057158;chr17:43907641;rs1876831;rs16940665;rs16940668;rs16940671;rs16940672;chr17:43908476;rs55763795;rs55865707;rs62054760;rs62054761;rs62054762;chr17:43909435m	NA	0
66	17:43900000-43910000	17:43750000-43760000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55979424;rs56284150;rs55638417;rs79501144;rs62057121;rs112137135;rs62057122;rs62057123;rs62057143;rs62057144;rs4335809;rs4341787;rs4523962;rs4327090;rs3885074;rs3885075;rs41280116;rs34283254;rs1912151;rs1396862;rs41280118;rs62057146;rs62057147;rs17763050;rs62057148;rs62057149;rs62057150;rs62057151;rs62057152;rs17689824;rs62057153;rs62057154;rs62057155;rs62057156;rs78872653;rs62057157;rs17763086;rs17425752;rs17689882;rs62057158;chr17:43907641;rs1876831;rs16940665;rs16940668;rs16940671;rs16940672;chr17:43908476;rs55763795;rs55865707;rs62054760;rs62054761;rs62054762;chr17:43909435m	NA	0
66	17:43920000-43930000	17:43550000-43560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs56166546;rs56233672;rs56354807;rs55718212;rs17690326;rs17763596;rs62054814;rs17763634;rs62621252;rs62054815;rs12185233;rs12185268;rs12185235;rs11079725;rs12373123;rs12373139;rs12373142;rs12373124;rs12373140;rs12373168;rs17690661;rs55943825;rs17690679;rs17690703;rs17769490;rs77063768;rs62054817;rs62054818;rs62054819;rs62054820;rs56113217;rs56269136;rs56385754;rs17769552;rs62054822;rs885639;rs143247888;rs62054823;rs62054824	NA	0
66	17:43940000-43950000	17:43570000-43580000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs75210307;rs74944644;rs79412431;rs62054858;rs79406732;rs62054859;rs62055460;rs62055461;rs62055462;rs62055463;rs77652965;rs75690239;rs62055464;rs62055465;rs62055466;rs62055467;rs62055468;rs62055469;rs62055470;rs62055471;rs56327054;rs56036719;rs55781174;rs12150223;rs12150516;rs62055475;rs62055476;rs62055477;rs78637438;rs2316771;rs62055478;rs1078830;rs753235;rs886249;rs753236;rs2316772;rs2316773;rs2316774;rs739643;rs739642;rs757055;rs75676226;rs67983220;rs56398500;chr17:43947883;rs56289364;rs62055483;rs78238042;rs55673340;rs55967721;rs111644193;rs62055486;rs34739559;rs34097347;rs2106784	NA	0
66	17:43950000-43960000	17:43530000-43540000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2158072;rs62055488;rs62055489;chr17:43950444;rs62055490;rs10491140m;rs62055491;rs34416056;rs62055492;chr17:43951599;rs2055794;rs2055795;rs2055796;rs80348388;rs62055493;rs62055494;rs62055495;rs111321973;rs140713557;chr17:43953240m;rs62055496;rs62055497;rs2188888;rs3919455;rs2214258;rs62055498;rs62055499;rs62055500;rs62055501;rs62055502;chr17:43954416;rs916793;chr17:43954982;rs4441322;rs113414067;rs55905252;rs17691328;chr17:43956139;chr17:43956305;rs62055515;rs62055516;rs62055517;rs62055518;rs56364632;rs55768605;rs55653657;rs55894109;rs56101773;rs56249780;rs56040418;rs55721252;rs55876817;rs55944735;chr17:43958207;rs56356641;rs55711631;rs62055525;rs112915466;rs56343551;rs55975673;rs56387391;chr17:43959596;rs2019816;rs2006305;rs2019822	NA	0
66	17:43950000-43960000	17:43550000-43560000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2158072;rs62055488;rs62055489;chr17:43950444;rs62055490;rs10491140m;rs62055491;rs34416056;rs62055492;chr17:43951599;rs2055794;rs2055795;rs2055796;rs80348388;rs62055493;rs62055494;rs62055495;rs111321973;rs140713557;chr17:43953240m;rs62055496;rs62055497;rs2188888;rs3919455;rs2214258;rs62055498;rs62055499;rs62055500;rs62055501;rs62055502;chr17:43954416;rs916793;chr17:43954982;rs4441322;rs113414067;rs55905252;rs17691328;chr17:43956139;chr17:43956305;rs62055515;rs62055516;rs62055517;rs62055518;rs56364632;rs55768605;rs55653657;rs55894109;rs56101773;rs56249780;rs56040418;rs55721252;rs55876817;rs55944735;chr17:43958207;rs56356641;rs55711631;rs62055525;rs112915466;rs56343551;rs55975673;rs56387391;chr17:43959596;rs2019816;rs2006305;rs2019822	NA	0
66	17:43960000-43970000	17:43510000-43520000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62055529;rs79580365;rs55937610;rs56365901;rs55767267;rs56127309;rs56194412;rs56338487;rs56180212;rs56301449;rs62055538;rs62055539;rs62055540;rs17770108;chr17:43961694;chr17:43961699;rs374039905;chr17:43961719;rs62055541;rs77426526;rs77129180;rs74863825;rs80254317;rs112425426;rs62055542;rs17770120;rs17770150;rs17770186;rs17691449;rs62055544;rs62055545;rs62055546;rs62055547;rs62055548;rs113327263;chr17:43965129;chr17:43965429;rs62055549;rs62055550;rs62055551;rs62055552;rs62055553;rs62055554;rs62055555;rs111941646;rs62055556;rs62055557;chr17:43966910;rs62055558;rs62055559;rs79193046;rs17691466;rs17691508;rs62056760;rs140458370mm;rs55943606;rs55895732;rs55960528;rs55877243;rs17770296;rs17691556;chr17:43969258;rs62056761;rs17770337;rs62056773;rs62056774;rs62056775;rs62056776	ENSG00000159314	1
66	17:43970000-43980000	17:44010000-44020000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs146712066;rs78729125;rs17770343;rs62056777;rs17691610;chr17:43971206;rs138325961;rs76594404;rs80233201;rs62056778;rs11575895;rs62056779;rs144722105;rs11575896;rs74457229;rs74548327;rs111972148;rs76324150;rs113347741;rs78720789;rs62056780;rs62056781;rs74496580;rs62056782;chr17:43974343;rs113161176;rs80346216;rs76632685;rs62056783;rs62056784;rs62056785;rs62056786;rs62056788;rs62056789;rs62056790;rs62056791;rs77561671;rs62056792;rs62056793;rs62056794;rs1864324;chr17:43977748;rs1864325;rs62056795;rs62056796;rs55691306;rs56306380;rs55841786;rs55823844;rs1560310;rs1467962;rs1560311;rs1467963;rs62056800;rs62056801;rs113834264;rs2099151;rs2082068	NA	0
66	17:43980000-43990000	17:44010000-44020000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs1984937;rs62056802;rs112003140;rs111689007;rs113589236;rs113029914;rs112275277;rs372550912m;rs367820416;rs62056803;rs62056804;rs77084869;rs74573628;rs75617973;rs62056805;rs62056806;rs62056807;rs1467966;rs62056808;rs62056809;rs62056810;rs79492906;rs62056811;rs74509629;rs79290980;rs1467968;rs4371195;rs12150125;rs12150527;rs7502888;rs62056812;rs111447859;rs28439143;rs56189701;rs2435204;rs62056835;rs62056837;rs62056838;rs66760063;rs199995459;chr17:43989151;chr17:43989159;rs62056839;chr17:43989509;rs62056840;rs112116311;rs78209533	NA	0
66	17:43990000-44000000	17:43000000-43010000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs62056841;rs79860128;rs9944484;rs17563965;chr17:43991252;rs17563986;chr17:43991468;chr17:43991515;rs17564020;rs55682376;rs55788678;rs56042957;rs55810795;rs55933304;rs62056848;rs62056849;rs62056850;rs62056851;rs62056856;rs77926909;rs111541901;rs17649518;rs62056859;chr17:43994508m;rs112647192;rs17649553;rs17649571;rs17564153;rs200326647;rs17649635;rs370497097;chr17:43996716;chr17:43996721;rs55760800;rs56303672;rs17649641;rs75046472;rs17564223;rs17649700;rs62058962;rs1467969;rs1467970;rs767058;rs767057;rs767056;rs767059m;rs62058964;rs62058965;rs1967981;rs1476127	NA	0
66	17:44000000-44010000	17:44370000-44380000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs55929431;rs8079501;rs56002706;rs8078495;rs17649866;rs62058968;rs17564493;chr17:44001549;rs17649918;rs17649954;rs55685451;rs17564591;rs17564619;rs62059003;rs17650063;rs17564703;rs76090253;rs147319425;rs55788597;rs56197117;rs371618052;rs56249311;rs137941099;rs62059004;rs76500077;rs62059005;rs113313477;rs112439933;rs113796169;rs112454267;rs112166495;rs17564780;rs62059007;rs62059008;rs62059009;rs62061705;chr17:44006453;rs17564829;rs62061706;rs62061707;rs62061708;rs62061709;rs62061710;rs62061711;chr17:44007773;chr17:44007785;rs57389672;rs62061712;rs7501759	ENSG00000176681	1
66	17:44010000-44020000	17:43560000-43570000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2316782;rs2316783;rs4255816;rs62061713;rs62061714;rs200924217;rs113952577;rs78077519;rs17564871;rs17650258;rs62061715;rs17564948;rs17564983;rs62061716;rs62061717;rs66755419;chr17:44012260;rs17650335;rs17565025;rs77924424;rs62061719;rs17650381;rs17650417;rs62061720;rs62061721;rs79857651;rs113756354;rs12150111;rs55939347;chr17:44013966;rs12150460;rs12150195;rs55874169;rs62061723;rs62061724;rs12150229;rs12150230;rs12150576;rs12150235;rs12150242;rs12150104;chr17:44016011;rs62061725;rs62061726;rs113537106;chr17:44016601;rs62061727;rs62061728;rs62061729;rs62061730;rs62061731;rs62061732;rs62061733;rs62061734m;rs7210219;rs141455452;chr17:44019103;rs111825734;rs62062768;rs62062769;rs62062770	ENSG00000225190	1
66	17:44010000-44020000	17:43970000-43980000	0	HiC	PsychENCODE	Promoter_anchored_loops_oneway	intra	rs2316782;rs2316783;rs4255816;rs62061713;rs62061714;rs200924217;rs113952577;rs78077519;rs17564871;rs17650258;rs62061715;rs17564948;rs17564983;rs62061716;rs62061717;rs66755419;chr17:44012260;rs17650335;rs17565025;rs77924424;rs62061719;rs17650381;rs17650417;rs62061720;rs62061721;rs79857651;rs113756354;rs12150111;rs55939347;chr17:44013966;rs12150460;rs12150195;rs55874169;rs62061723;rs62061724;rs12150229;rs12150230;rs12150576;rs12150235;rs12150242;rs12150104;chr17:44016011;rs62061725;rs62061726;rs113537106;chr17:44016601;rs62061727;rs62061728;rs62061729;rs62061730;rs62061731;rs62061732;rs62061733;rs62061734m;rs7210219;rs141455452;chr17:44019103;rs111825734;rs62062768;rs62062769;rs62062770	ENSG00000186868	1
