GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
66	rs142920272	17	44083402	rs1991556	2019-01-18	30531941	Doherty A	2018-12-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30531941	GWAS identifies 14 loci for device-measured physical activity and sleep duration.	Sleep duration	91,105 European ancestry individuals	NA	17q21.31	STH	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs1991556-G	rs1991556	0	1991556	intron_variant	0	0.774711	3E-9	8.522878745280337		0.03280479	[0.022-0.044] SD units increase	NR [9926106] (imputed)	N
66	rs142920272	17	44083402	rs1991556	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FVC)	approximately 372,000 European ancestry individuals	NA	17q21.31		MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs1991556-?	rs1991556	0	1991556	intron_variant	0	NR	1E-53	53.0				NR [~ 8900000] (imputed)	N
66	rs142920272	17	44095467	rs58879558	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red blood cell count	approximately 445,000 European ancestry individuals	NA	17q21.31		MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs58879558-?	rs58879558	0	58879558	intron_variant	0	NR	3E-98	97.52287874528034				NR [~ 8900000] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2018-12-14	30336701	Sanchez-Roige S	2018-10-19	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30336701	Genome-Wide Association Study Meta-Analysis of the Alcohol Use Disorders Identification Test (AUDIT) in Two Population-Based Cohorts.	Alcohol use disorder (consumption score)	121,604 British ancestry individuals	NA	17q21.31	MAPT	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	NR	2E-9	8.698970004336019		0.008	[0.006-0.01] unit decrease	NR [16213998]	N
66	rs142920272	17	44096553	rs62062288	2018-12-14	30336701	Sanchez-Roige S	2018-10-19	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30336701	Genome-Wide Association Study Meta-Analysis of the Alcohol Use Disorders Identification Test (AUDIT) in Two Population-Based Cohorts.	Alcohol use disorder (total score)	141,932 European ancestry individuals	NA	17q21.31	CRHR1, DND1P1, ENSG00000262372, ENSG00000262500, ENSG00000262881, KANSL1, MAPT, MAPT-AS1, NSF, PLEKHM1, SPPL2C, STH, RP11-105N13.4, WNT3	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	NR	5E-10	9.301029995663981		6.21	[NR] z score decrease	NR [16213998]	N
66	rs142920272	17	44096553	rs62062288	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling guilty	373,380 European ancestry individuals	NA	17q21.31	NR	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.211505	7E-10	9.154901959985743		6.17	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling worry	372,869 European ancestry individuals	NA	17q21.31	NR	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.211505	1E-9	9.0		6.079	unit increase	NR [10847151] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	17q21.31	STH	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.211505	6E-32	31.221848749616356		11.77	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Worry too long after an embarrassing experience	367,725 European ancestry individuals	NA	17q21.31	NR	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.211505	4E-8	7.3979400086720375		5.5	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Automobile speeding propensity	404,291 European ancestry individuals	NA	17q21.31	KANSL1	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.2196	1E-12	12.0		0.019352188	[0.014-0.025] unit decrease	Affymetrix [11514463] (imputed)	N
66	rs142920272	17	44096553	rs62062288	2019-03-18	30643258	Karlsson Linner R	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643258	Genome-wide association analyses of risk tolerance and risky behaviors in over 1 million individuals identify hundreds of loci and shared genetic influences.	Risk-taking tendency (4-domain principal component model)	315,894 European ancestry individuals	NA	17q21.31	KANSL1	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs62062288-A	rs62062288	0	62062288	intron_variant	0	0.2207	1E-29	29.0		0.035170935	[0.029-0.041] unit decrease	Affymetrix [~ 11515000] (imputed)	N
66	rs142920272	17	44098967	rs17652520	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	17q21.31	intergenic	MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs17652520-A	rs17652520	0	17652520	intron_variant	0	0.2216	1E-25	25.0		10.472	z score increase	Illumina [18485882] (imputed)	N
66	rs142920272	17	44098967	rs17652520	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Neuroticism	approximately 372,000 European ancestry individuals	NA	17q21.31		MAPT, MAPT, MAPT			ENSG00000277956, ENSG00000276155, ENSG00000186868			rs17652520-?	rs17652520	0	17652520	intron_variant	0	NR	2E-27	26.69897000433602				NR [~ 8900000] (imputed)	N
66	rs142920272	17	44126673	rs112333322	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs112333322-A	rs112333322	0	112333322	intron_variant	0	0.214965	4E-19	18.397940008672037		8.94	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44126765	rs113434679	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs113434679-C	rs113434679	0	113434679	non_coding_transcript_exon_variant	0	NR	3E-21	20.522878745280337		0.016272	[0.013-0.02] unit increase	Affymetrix [18485882] (imputed)	N
66	rs142920272	17	44142332	rs193236081	2017-03-17	27089181	Okbay A	2016-04-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27089181	Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.	Neuroticism	170,911 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs193236081-T	rs193236081	1	77184207	intron_variant	0	0.774	6E-11	10.221848749616356		0.028413428	[0.02-0.037] unit decrease	Affymetrix [up to 6544775] (imputed)	N
66	rs142920272	17	44162597	rs8080583	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability	107,207 European ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs8080583-?	rs8080583	0	8080583	intron_variant	0	NR	1E-8	8.0		5.717	z score decrease	Affymetrix, Illumina [7357080] (imputed)	N
66	rs142920272	17	44187257	rs9303525	2012-06-01	22504418	Ikram MA	2012-04-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22504418	Common variants at 6q22 and 17q21 are associated with intracranial volume.	Intracranial volume	8,175 European ancestry individuals	1,752 European ancestry individuals	17q21.31	MAPT, GRN, CRHR1, STH	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs9303525-G	rs9303525	0	9303525	intron_variant	0	0.22	8E-15	14.096910013008056		14.9	[NR] ml decrease	Affymetrix, Illumina [2229753] (imputed)	N
66	rs142920272	17	44187492	rs17577094	2014-12-05	24842889	Vacic V	2014-05-19	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24842889	Genome-wide mapping of IBD segments in an Ashkenazi PD cohort identifies associated haplotypes.	Parkinson's disease	1,130 Ashkenazi Jewish cases, 2,611 Ashkenazi Jewish controls	306 Ashkenazi Jewish cases, 2,583 Ashkenazi Jewish controls	17q21.31	MAPT	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs17577094-?	rs17577094	0	17577094	intron_variant	0	0.74	8E-9	8.096910013008056		1.56	[1.39-1.79]	Affymetrix, Illumina [1069161] (imputed)	N
66	rs142920272	17	44189858	rs76640332	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Lymphocyte percentage of white cells	171,748 European ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs76640332-A	rs76640332	0	76640332	intron_variant	0	0.222	5E-13	12.301029995663981		0.03067547	[0.022-0.039] unit decrease	Affymetrix [~ 2500000] (imputed)	N
66	rs142920272	17	44192568	rs4630591	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling fed-up	374,971 European ancestry individuals	NA	17q21.31	ACBD4	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs4630591-T	rs4630591	0	4630591	intron_variant	0	0.198844	1E-17	17.0		8.54	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44192590	rs35524223	2017-06-16	28166213	Wain LV	2017-02-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28166213	Genome-wide association analyses for lung function and chronic obstructive pulmonary disease identify new loci and potential druggable targets.	Lung function (FEV1)	48,943 European ancestry individuals.	57,176 European ancestry individuals, 38,199 individuals.	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs35524223-A	rs35524223	0	35524223	intron_variant	0	0.22	1E-13	13.0		0.061	[0.045-0.077] unit decrease	Affymetrix [up to 27624732] (imputed)	N
66	rs142920272	17	44192590	rs35524223	2017-06-16	28166213	Wain LV	2017-02-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28166213	Genome-wide association analyses for lung function and chronic obstructive pulmonary disease identify new loci and potential druggable targets.	Lung function (FVC)	48,943 European ancestry individuals.	57,176 European ancestry individuals, 38,199 individuals.	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs35524223-A	rs35524223	0	35524223	intron_variant	0	0.2166	7E-13	12.154901959985743		0.059	[0.043-0.075] unit decrease	Affymetrix [27624732] (imputed)	N
66	rs142920272	17	44192618	rs4606752	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	High light scatter reticulocyte count	170,761 European ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs4606752-G	rs4606752	0	4606752	intron_variant	0	0.2267	2E-16	15.698970004336019		0.03470527	[0.026-0.043] unit increase	Affymetrix [~ 2500000] (imputed)	N
66	rs142920272	17	44192618	rs4606752	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Reticulocyte count	170,641 European ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs4606752-G	rs4606752	0	4606752	intron_variant	0	0.2266	1E-17	17.0		0.03608263	[0.028-0.044] unit increase	Affymetrix [~ 2500000] (imputed)	N
66	rs142920272	17	44192923	rs17577369	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling miserable	376,097 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs17577369-A	rs17577369	0	17577369	intron_variant	0	0.2157	4E-12	11.397940008672037		6.96	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44192957	rs17661015	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling hurt	372,047 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs17661015-T	rs17661015	0	17661015	intron_variant	0	0.215131	3E-28	27.522878745280337		11.02	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44192957	rs17661015	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Irritable mood	366,726 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs17661015-T	rs17661015	0	17661015	intron_variant	0	0.215131	4E-12	11.397940008672037		6.93	z score decrease	NR [~ 10847151] (imputed)	N
66	rs142920272	17	44205690	rs4471723	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling guilty	373,380 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs4471723-T	rs4471723	0	4471723	intron_variant	0	0.219254	5E-9	8.301029995663981		5.84	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44207932	rs79301522	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs79301522-A	rs79301522	0	79301522	intron_variant	0	0.217029	1E-30	30.0		11.51	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44221836	rs2696589	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	17q21.31	intergenic	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs2696589-T	rs2696589	0	2696589	intron_variant	0	0.19528	3E-25	24.522878745280337		10.371	z score increase	Illumina [18485882] (imputed)	N
66	rs142920272	17	44224940	rs80103986	2018-02-02	29313844	Willems SM	2017-07-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29313844	Large-scale GWAS identifies multiple loci for hand grip strength providing biological insights into muscular fitness.	Hand grip strength	142,035 European ancestry individuals	53,145 European ancestry individuals	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs80103986-A	rs80103986	0	80103986	intron_variant	0	0.805	1E-9	9.0		0.171	[0.12-0.23] kg increase	Affymetrix [at least 17000000] (imputed)	N
66	rs142920272	17	44248769	rs1881193	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs1881193-T	rs1881193	0	1881193	missense_variant	0	0.21737	1E-18	18.0		8.84	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44252468	rs2532263	2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs2532263-G	rs2532263	0	2532263	intron_variant	0	0.81	7E-13	12.154901959985743	(EA)	1.0526316	[1.03-1.08] (Oncoarray)	Illumina [~ 11800000] (imputed)	N
66	rs142920272	17	44252468	rs2532263	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs2532263-G	rs2532263	0	2532263	intron_variant	0	NR	4E-20	19.397940008672037		0.015798	[0.012-0.019] unit increase	Affymetrix [18485882] (imputed)	N
66	rs142920272	17	44284057	rs2696457	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling worry	372,869 European ancestry individuals	NA	17q21.31	NR	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs2696457-T	rs2696457	0	2696457	intron_variant	0	0.215657	6E-10	9.221848749616356		6.186	unit increase	NR [10847151] (imputed)	N
66	rs142920272	17	44289232	rs2732631	2019-01-28	30535121	Gao XR	2018-12-07	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30535121	Genome-wide association analyses identify 139 loci associated with macular thickness in the UK Biobank cohort.	Macular thickness	59,814 European ancestry individuals	8,609 European ancestry individuals	17q21.31	KANSL1	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs2732631-?	rs2732631	0	2732631	intron_variant	0	NR	3E-35	34.52287874528034		0.959	[0.8-1.12] unit decrease	Affymetrix [11100000] (imputed)	N
66	rs142920272	17	44301840	rs142920272	2019-04-10	30804558	Grove J	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804558	Identification of common genetic risk variants for autism spectrum disorder.	Autism spectrum disorder	18,381 European ancestry cases, 27,969 European ancestry controls	2,119 European ancestry cases, 142,379 European ancestry controls	17q21.31	Intergenic	KANSL1, KANSL1, KANSL1			ENSG00000120071, ENSG00000275867, ENSG00000278458			rs142920272-C	rs142920272	1	2532407	intron_variant	0	0.187	9E-7	6.045757490560675		1.0881393	[NR]	Illumina [9112387] (imputed)	N
66	rs142920272	17	44318184	rs2696668	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling hurt	372,047 European ancestry individuals	NA	17q21.31	NR	KANSL1 - MAPK8IP1P1	ENSG00000278458	ENSG00000281283		15429	2788	rs2696668-A	rs2696668	0	2696668	intergenic_variant	1	0.215905	1E-26	26.0		10.68	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44324572	rs555203107	2018-12-17	28957414	Pilling LC	2017-09-28	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28957414	Red blood cell distribution width: Genetic evidence for aging pathways in 116,666 volunteers.	Red cell distribution width	116,666 British ancestry individuals	NA	17q21.31	NR	MAPK8IP1P1 - AC005829.2	ENSG00000281283	ENSG00000262539		2162	12345	rs555203107-G	rs555203107	1	62073112	regulatory_region_variant	1	NR	8E-28	27.096910013008056		0.0516895	[0.042-0.061] unit increase	Affymetrix [16832071] (imputed)	N
66	rs142920272	17	44326864	rs2696625	2019-01-18	30531941	Doherty A	2018-12-10	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30531941	GWAS identifies 14 loci for device-measured physical activity and sleep duration.	Physical activity (overall physical activity time)	91,105 European ancestry individuals	NA	17q21.31	KANSL1-AS1	MAPK8IP1P1 - AC005829.2	ENSG00000281283	ENSG00000262539		4454	10053	rs2696625-A	rs2696625	0	2696625	intergenic_variant	1	0.77	3E-12	11.522878745280337		0.037	[0.027-0.047] SD units decrease	NR [9926106] (imputed)	N
66	rs142920272	17	44347218	rs2696557	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling nervous	373,121 European ancestry individuals	NA	17q21.31	NR	AC005829.1 - ARL17B	ENSG00000261575	ENSG00000228696		1158	4932	rs2696557-A	rs2696557	0	2696557	intergenic_variant	1	0.214201	3E-15	14.522878745280337		7.91	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44351387	rs2732708	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	17q21.31	intergenic	AC005829.1 - ARL17B	ENSG00000261575	ENSG00000228696		5327	763	rs2732708-T	rs2732708	0	2732708	intergenic_variant	1	0.21404	2E-23	22.69897000433602		9.955	z score increase	Illumina [18485882] (imputed)	N
66	rs142920272	17	44351387	rs2732708	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling miserable	376,097 European ancestry individuals	NA	17q21.31	NR	AC005829.1 - ARL17B	ENSG00000261575	ENSG00000228696		5327	763	rs2732708-T	rs2732708	0	2732708	intergenic_variant	1	0.214039	3E-11	10.522878745280337		6.64	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44354549	rs2261201	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Irritable mood	366,726 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2261201-C	rs2261201	0	2261201	intron_variant	0	0.214631	5E-12	11.301029995663981		6.91	z score decrease	NR [~ 10847151] (imputed)	N
66	rs142920272	17	44355602	rs2696532	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling guilty	373,380 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2696532-A	rs2696532	0	2696532	intron_variant	0	0.212157	4E-8	7.3979400086720375		5.49	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44357351	rs17665188	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Experiencing mood swings	373,733 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs17665188-T	rs17665188	0	17665188	intron_variant	0	0.213949	1E-18	18.0		8.79	z score decrease	NR [10847151] (imputed)	N
66	rs142920272	17	44363929	rs2696500	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	17q21.31	NR	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2696500-T	rs2696500	0	2696500	intron_variant	0	0.214048	4E-29	28.397940008672037		11.21	z score increase	NR [10847151] (imputed)	N
66	rs142920272	17	44364209	rs2732614	2016-09-27	26632684	Dong J	2015-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/26632684	Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	Sense of smell	6,252 European ancestry individuals	NA	17q21.31	KIAA1267, LRRC37	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2732614-T	rs2732614	0	2732614	intron_variant	0	0.2	7E-6	5.154901959985743	(Ajusted for ApoE)	0.03	[0.01-0.05] ln(smell score+1) increase	Affymetrix, Illumina [2543887] (imputed)	N
66	rs142920272	17	44364209	rs2732614	2016-09-27	26632684	Dong J	2015-11-01	Medicine (Baltimore)	www.ncbi.nlm.nih.gov/pubmed/26632684	Genome-wide Meta-analysis on the Sense of Smell Among US Older Adults.	Sense of smell	6,252 European ancestry individuals	NA	17q21.31	KIAA1267, LRRC37	ARL17B, ARL17B, ARL17B			ENSG00000275748, ENSG00000276276, ENSG00000228696			rs2732614-T	rs2732614	0	2732614	intron_variant	0	0.2	8E-6	5.096910013008056		0.03	[0.01-0.05] ln(smell score+1) increase	Affymetrix, Illumina [2543887] (imputed)	N
