region2	reg_region	type	tissue/cell	genes
6:16560001-16600000	6:16583424-16583636	prom	E074	NA
6:16560001-16600000	6:16583688-16584159	prom	E067	NA
6:16560001-16600000	6:16583688-16584159	prom	E068	NA
6:16560001-16600000	6:16583688-16584159	prom	E069	NA
6:16560001-16600000	6:16583688-16584159	prom	E071	NA
6:16560001-16600000	6:16583688-16584159	prom	E072	NA
6:16560001-16600000	6:16583688-16584159	prom	E073	NA
6:16560001-16600000	6:16583688-16584159	prom	E074	NA
6:28840000-28850000	6:28848369-28849525	prom	E053	NA
6:28840000-28850000	6:28848369-28849525	prom	E054	NA
6:28840000-28850000	6:28848369-28849525	prom	E067	NA
6:28840000-28850000	6:28848369-28849525	prom	E068	NA
6:28840000-28850000	6:28848369-28849525	prom	E069	NA
6:28840000-28850000	6:28848369-28849525	prom	E070	NA
6:28840000-28850000	6:28848369-28849525	prom	E071	NA
6:28840000-28850000	6:28848369-28849525	prom	E072	NA
6:28840000-28850000	6:28848369-28849525	prom	E073	NA
6:28840000-28850000	6:28848369-28849525	prom	E074	NA
6:28840000-28850000	6:28848369-28849525	prom	E081	NA
6:28840000-28850000	6:28848369-28849525	prom	E082	NA
6:29590000-29600000	6:29592733-29593052	prom	E053	NA
6:29590000-29600000	6:29592733-29593052	prom	E054	NA
6:29590000-29600000	6:29592733-29593052	prom	E067	NA
6:29590000-29600000	6:29592733-29593052	prom	E068	NA
6:29590000-29600000	6:29592733-29593052	prom	E069	NA
6:29590000-29600000	6:29592733-29593052	prom	E070	NA
6:29590000-29600000	6:29592733-29593052	prom	E071	NA
6:29590000-29600000	6:29592733-29593052	prom	E072	NA
6:29590000-29600000	6:29592733-29593052	prom	E073	NA
6:29590000-29600000	6:29592733-29593052	prom	E082	NA
6:29590000-29600000	6:29593202-29593356	prom	E053	NA
6:29590000-29600000	6:29593202-29593356	prom	E054	NA
6:29590000-29600000	6:29593202-29593356	prom	E067	NA
6:29590000-29600000	6:29593202-29593356	prom	E068	NA
6:29590000-29600000	6:29593202-29593356	prom	E069	NA
6:29590000-29600000	6:29593202-29593356	prom	E070	NA
6:29590000-29600000	6:29593202-29593356	prom	E071	NA
6:29590000-29600000	6:29593202-29593356	prom	E072	NA
6:29590000-29600000	6:29593202-29593356	prom	E073	NA
6:29590000-29600000	6:29593202-29593356	prom	E082	NA
6:29590000-29600000	6:29593596-29593847	prom	E053	NA
6:29590000-29600000	6:29593596-29593847	prom	E054	NA
6:29590000-29600000	6:29593596-29593847	prom	E067	NA
6:29590000-29600000	6:29593596-29593847	prom	E068	NA
6:29590000-29600000	6:29593596-29593847	prom	E069	NA
6:29590000-29600000	6:29593596-29593847	prom	E070	NA
6:29590000-29600000	6:29593596-29593847	prom	E071	NA
6:29590000-29600000	6:29593596-29593847	prom	E072	NA
6:29590000-29600000	6:29593596-29593847	prom	E073	NA
6:29590000-29600000	6:29593596-29593847	prom	E074	NA
6:29590000-29600000	6:29593596-29593847	prom	E082	NA
6:29590000-29600000	6:29594007-29594129	prom	E053	NA
6:29590000-29600000	6:29594007-29594129	prom	E054	NA
6:29590000-29600000	6:29594007-29594129	prom	E067	NA
6:29590000-29600000	6:29594007-29594129	prom	E068	NA
6:29590000-29600000	6:29594007-29594129	prom	E069	NA
6:29590000-29600000	6:29594007-29594129	prom	E070	NA
6:29590000-29600000	6:29594007-29594129	prom	E071	NA
6:29590000-29600000	6:29594007-29594129	prom	E072	NA
6:29590000-29600000	6:29594007-29594129	prom	E073	NA
6:29590000-29600000	6:29594007-29594129	prom	E074	NA
6:29590000-29600000	6:29594007-29594129	prom	E082	NA
6:29590000-29600000	6:29594164-29594273	prom	E053	NA
6:29590000-29600000	6:29594164-29594273	prom	E054	NA
6:29590000-29600000	6:29594164-29594273	prom	E067	NA
6:29590000-29600000	6:29594164-29594273	prom	E068	NA
6:29590000-29600000	6:29594164-29594273	prom	E069	NA
6:29590000-29600000	6:29594164-29594273	prom	E070	NA
6:29590000-29600000	6:29594164-29594273	prom	E071	NA
6:29590000-29600000	6:29594164-29594273	prom	E072	NA
6:29590000-29600000	6:29594164-29594273	prom	E073	NA
6:29590000-29600000	6:29594164-29594273	prom	E074	NA
6:29590000-29600000	6:29594164-29594273	prom	E082	NA
6:29590000-29600000	6:29594388-29594604	prom	E053	NA
6:29590000-29600000	6:29594388-29594604	prom	E054	NA
6:29590000-29600000	6:29594388-29594604	prom	E067	NA
6:29590000-29600000	6:29594388-29594604	prom	E068	NA
6:29590000-29600000	6:29594388-29594604	prom	E069	NA
6:29590000-29600000	6:29594388-29594604	prom	E070	NA
6:29590000-29600000	6:29594388-29594604	prom	E071	NA
6:29590000-29600000	6:29594388-29594604	prom	E072	NA
6:29590000-29600000	6:29594388-29594604	prom	E073	NA
6:29590000-29600000	6:29594388-29594604	prom	E074	NA
6:29590000-29600000	6:29594388-29594604	prom	E081	NA
6:29590000-29600000	6:29594388-29594604	prom	E082	NA
6:29590000-29600000	6:29594649-29594714	prom	E053	NA
6:29590000-29600000	6:29594649-29594714	prom	E054	NA
6:29590000-29600000	6:29594649-29594714	prom	E067	NA
6:29590000-29600000	6:29594649-29594714	prom	E068	NA
6:29590000-29600000	6:29594649-29594714	prom	E069	NA
6:29590000-29600000	6:29594649-29594714	prom	E070	NA
6:29590000-29600000	6:29594649-29594714	prom	E071	NA
6:29590000-29600000	6:29594649-29594714	prom	E072	NA
6:29590000-29600000	6:29594649-29594714	prom	E073	NA
6:29590000-29600000	6:29594649-29594714	prom	E074	NA
6:29590000-29600000	6:29594649-29594714	prom	E081	NA
6:29590000-29600000	6:29594649-29594714	prom	E082	NA
6:29590000-29600000	6:29594755-29595088	prom	E053	NA
6:29590000-29600000	6:29594755-29595088	prom	E054	NA
6:29590000-29600000	6:29594755-29595088	prom	E067	NA
6:29590000-29600000	6:29594755-29595088	prom	E068	NA
6:29590000-29600000	6:29594755-29595088	prom	E069	NA
6:29590000-29600000	6:29594755-29595088	prom	E070	NA
6:29590000-29600000	6:29594755-29595088	prom	E071	NA
6:29590000-29600000	6:29594755-29595088	prom	E072	NA
6:29590000-29600000	6:29594755-29595088	prom	E073	NA
6:29590000-29600000	6:29594755-29595088	prom	E074	NA
6:29590000-29600000	6:29594755-29595088	prom	E081	NA
6:29590000-29600000	6:29594755-29595088	prom	E082	NA
6:29590000-29600000	6:29595126-29597043	prom	E053	NA
6:29590000-29600000	6:29595126-29597043	prom	E054	NA
6:29590000-29600000	6:29595126-29597043	prom	E067	NA
6:29590000-29600000	6:29595126-29597043	prom	E068	NA
6:29590000-29600000	6:29595126-29597043	prom	E069	NA
6:29590000-29600000	6:29595126-29597043	prom	E070	NA
6:29590000-29600000	6:29595126-29597043	prom	E071	NA
6:29590000-29600000	6:29595126-29597043	prom	E072	NA
6:29590000-29600000	6:29595126-29597043	prom	E073	NA
6:29590000-29600000	6:29595126-29597043	prom	E074	NA
6:29590000-29600000	6:29595126-29597043	prom	E082	NA
6:29590000-29600000	6:29599715-29601811	prom	E053	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E054	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E067	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E068	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E069	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E070	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E071	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E072	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E073	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E074	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E081	ENSG00000204681
6:29590000-29600000	6:29599715-29601811	prom	E082	ENSG00000204681
6:99210000-99220000	6:99211990-99212124	prom	E068	NA
6:99210000-99220000	6:99211990-99212124	prom	E069	NA
6:99210000-99220000	6:99211990-99212124	prom	E071	NA
6:99210000-99220000	6:99211990-99212124	prom	E072	NA
6:99210000-99220000	6:99212451-99212654	prom	E053	NA
6:99210000-99220000	6:99212451-99212654	prom	E054	NA
6:99210000-99220000	6:99212451-99212654	prom	E067	NA
6:99210000-99220000	6:99212451-99212654	prom	E068	NA
6:99210000-99220000	6:99212451-99212654	prom	E069	NA
6:99210000-99220000	6:99212451-99212654	prom	E071	NA
6:99210000-99220000	6:99212451-99212654	prom	E072	NA
6:99210000-99220000	6:99212451-99212654	prom	E073	NA
6:99210000-99220000	6:99212451-99212654	prom	E074	NA
6:133130000-133140000	6:133133382-133134958	prom	E053	NA
6:133130000-133140000	6:133133382-133134958	prom	E054	NA
6:133130000-133140000	6:133133382-133134958	prom	E067	NA
6:133130000-133140000	6:133133382-133134958	prom	E068	NA
6:133130000-133140000	6:133133382-133134958	prom	E069	NA
6:133130000-133140000	6:133133382-133134958	prom	E070	NA
6:133130000-133140000	6:133133382-133134958	prom	E071	NA
6:133130000-133140000	6:133133382-133134958	prom	E072	NA
6:133130000-133140000	6:133133382-133134958	prom	E073	NA
6:133130000-133140000	6:133133382-133134958	prom	E074	NA
6:133130000-133140000	6:133133382-133134958	prom	E082	NA
6:133130000-133140000	6:133135050-133136594	prom	E053	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E054	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E067	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E068	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E069	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E070	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E071	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E072	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E073	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E074	ENSG00000112306
6:133130000-133140000	6:133135050-133136594	prom	E082	ENSG00000112306
6:133130000-133140000	6:133136731-133136868	prom	E053	NA
6:133130000-133140000	6:133136731-133136868	prom	E067	NA
6:133130000-133140000	6:133136731-133136868	prom	E068	NA
6:133130000-133140000	6:133136731-133136868	prom	E069	NA
6:133130000-133140000	6:133136731-133136868	prom	E070	NA
6:133130000-133140000	6:133136731-133136868	prom	E073	NA
6:133130000-133140000	6:133136731-133136868	prom	E074	NA
6:133130000-133140000	6:133136731-133136868	prom	E081	NA
7:104640001-104680000	7:104649816-104649977	prom	E053	NA
7:104640001-104680000	7:104649816-104649977	prom	E054	NA
7:104640001-104680000	7:104649816-104649977	prom	E067	NA
7:104640001-104680000	7:104649816-104649977	prom	E068	NA
7:104640001-104680000	7:104649816-104649977	prom	E069	NA
7:104640001-104680000	7:104649816-104649977	prom	E070	NA
7:104640001-104680000	7:104649816-104649977	prom	E071	NA
7:104640001-104680000	7:104649816-104649977	prom	E072	NA
7:104640001-104680000	7:104649816-104649977	prom	E073	NA
7:104640001-104680000	7:104649816-104649977	prom	E074	NA
7:104640001-104680000	7:104649816-104649977	prom	E082	NA
7:104640001-104680000	7:104650011-104650080	prom	E053	NA
7:104640001-104680000	7:104650011-104650080	prom	E054	NA
7:104640001-104680000	7:104650011-104650080	prom	E067	NA
7:104640001-104680000	7:104650011-104650080	prom	E068	NA
7:104640001-104680000	7:104650011-104650080	prom	E069	NA
7:104640001-104680000	7:104650011-104650080	prom	E070	NA
7:104640001-104680000	7:104650011-104650080	prom	E071	NA
7:104640001-104680000	7:104650011-104650080	prom	E072	NA
7:104640001-104680000	7:104650011-104650080	prom	E073	NA
7:104640001-104680000	7:104650011-104650080	prom	E082	NA
7:104640001-104680000	7:104650098-104650153	prom	E053	NA
7:104640001-104680000	7:104650098-104650153	prom	E054	NA
7:104640001-104680000	7:104650098-104650153	prom	E067	NA
7:104640001-104680000	7:104650098-104650153	prom	E068	NA
7:104640001-104680000	7:104650098-104650153	prom	E069	NA
7:104640001-104680000	7:104650098-104650153	prom	E070	NA
7:104640001-104680000	7:104650098-104650153	prom	E071	NA
7:104640001-104680000	7:104650098-104650153	prom	E072	NA
7:104640001-104680000	7:104650098-104650153	prom	E073	NA
7:104640001-104680000	7:104650098-104650153	prom	E082	NA
7:104640001-104680000	7:104650170-104650416	prom	E053	NA
7:104640001-104680000	7:104650170-104650416	prom	E054	NA
7:104640001-104680000	7:104650170-104650416	prom	E067	NA
7:104640001-104680000	7:104650170-104650416	prom	E068	NA
7:104640001-104680000	7:104650170-104650416	prom	E069	NA
7:104640001-104680000	7:104650170-104650416	prom	E070	NA
7:104640001-104680000	7:104650170-104650416	prom	E071	NA
7:104640001-104680000	7:104650170-104650416	prom	E072	NA
7:104640001-104680000	7:104650170-104650416	prom	E073	NA
7:104640001-104680000	7:104650170-104650416	prom	E082	NA
7:104640001-104680000	7:104650427-104657957	prom	E053	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E054	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E067	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E068	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E069	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E070	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E071	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E072	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E073	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E074	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E081	ENSG00000005483
7:104640001-104680000	7:104650427-104657957	prom	E082	ENSG00000005483
8:8550000-8560000	8:8558467-8558603	prom	E054	NA
8:8550000-8560000	8:8558467-8558603	prom	E067	NA
8:8550000-8560000	8:8558467-8558603	prom	E068	NA
8:8550000-8560000	8:8558467-8558603	prom	E071	NA
8:8550000-8560000	8:8558467-8558603	prom	E074	NA
8:8550000-8560000	8:8558670-8560429	prom	E053	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E054	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E067	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E068	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E069	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E070	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E071	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E072	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E073	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E074	ENSG00000253958
8:8550000-8560000	8:8558670-8560429	prom	E082	ENSG00000253958
8:8750000-8760000	8:8749414-8751881	prom	E053	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E054	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E067	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E068	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E069	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E070	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E071	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E072	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E073	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E074	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E081	ENSG00000147324
8:8750000-8760000	8:8749414-8751881	prom	E082	ENSG00000147324
8:8820000-8830000	8:8820662-8821843	prom	E053	NA
8:8820000-8830000	8:8820662-8821843	prom	E054	NA
8:8820000-8830000	8:8820662-8821843	prom	E067	NA
8:8820000-8830000	8:8820662-8821843	prom	E068	NA
8:8820000-8830000	8:8820662-8821843	prom	E069	NA
8:8820000-8830000	8:8820662-8821843	prom	E071	NA
8:8820000-8830000	8:8820662-8821843	prom	E072	NA
8:8820000-8830000	8:8820662-8821843	prom	E073	NA
8:8820000-8830000	8:8820662-8821843	prom	E074	NA
8:8840001-8880000	8:8859738-8861793	prom	E053	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E054	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E067	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E068	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E069	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E070	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E071	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E072	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E073	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E074	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E081	ENSG00000104626
8:8840001-8880000	8:8859738-8861793	prom	E082	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E053	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E054	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E067	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E068	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E069	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E070	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E071	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E072	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E073	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E074	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E081	ENSG00000104626
8:8850000-8860000	8:8859738-8861793	prom	E082	ENSG00000104626
8:9790000-9800000	8:9791197-9791620	prom	E054	NA
8:9790000-9800000	8:9791197-9791620	prom	E067	NA
8:9790000-9800000	8:9791197-9791620	prom	E068	NA
8:9790000-9800000	8:9791197-9791620	prom	E069	NA
8:9790000-9800000	8:9791197-9791620	prom	E070	NA
8:9790000-9800000	8:9791197-9791620	prom	E071	NA
8:9790000-9800000	8:9791197-9791620	prom	E072	NA
8:9790000-9800000	8:9791197-9791620	prom	E073	NA
8:9790000-9800000	8:9791197-9791620	prom	E082	NA
8:9790000-9800000	8:9791751-9791801	prom	E054	NA
8:9790000-9800000	8:9791751-9791801	prom	E068	NA
8:9790000-9800000	8:9791751-9791801	prom	E069	NA
8:9790000-9800000	8:9791751-9791801	prom	E070	NA
8:9790000-9800000	8:9791751-9791801	prom	E071	NA
8:9790000-9800000	8:9791751-9791801	prom	E072	NA
8:9790000-9800000	8:9791751-9791801	prom	E073	NA
8:9790000-9800000	8:9791751-9791801	prom	E082	NA
8:11140000-11150000	8:11141043-11142989	prom	E053	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E054	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E067	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E068	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E069	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E070	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E071	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E072	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E073	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E074	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E081	ENSG00000104643
8:11140000-11150000	8:11141043-11142989	prom	E082	ENSG00000104643
8:11800000-11810000	8:11801599-11801653	prom	E067	NA
8:11800000-11810000	8:11801599-11801653	prom	E069	NA
8:11800000-11810000	8:11801599-11801653	prom	E071	NA
8:11800000-11810000	8:11801599-11801653	prom	E073	NA
8:11800000-11810000	8:11801599-11801653	prom	E074	NA
8:11800000-11810000	8:11801694-11801786	prom	E067	NA
8:11800000-11810000	8:11801694-11801786	prom	E071	NA
8:11800000-11810000	8:11801694-11801786	prom	E074	NA
8:142580000-142590000	8:142583445-142583495	prom	E073	NA
8:143530000-143540000	8:143530755-143531193	prom	E053	ENSG00000181790
8:143530000-143540000	8:143530755-143531193	prom	E054	ENSG00000181790
8:143530000-143540000	8:143530755-143531193	prom	E082	ENSG00000181790
8:143530000-143540000	8:143531225-143531339	prom	E053	ENSG00000181790
8:143530000-143540000	8:143531225-143531339	prom	E054	ENSG00000181790
8:143530000-143540000	8:143531225-143531339	prom	E082	ENSG00000181790
8:143530000-143540000	8:143531353-143531550	prom	E053	NA
8:143530000-143540000	8:143531353-143531550	prom	E054	NA
8:143530000-143540000	8:143531353-143531550	prom	E082	NA
8:143530000-143540000	8:143531558-143531706	prom	E053	NA
8:143530000-143540000	8:143531558-143531706	prom	E054	NA
8:143530000-143540000	8:143531558-143531706	prom	E067	NA
8:143530000-143540000	8:143531558-143531706	prom	E068	NA
8:143530000-143540000	8:143531558-143531706	prom	E069	NA
8:143530000-143540000	8:143531558-143531706	prom	E070	NA
8:143530000-143540000	8:143531558-143531706	prom	E072	NA
8:143530000-143540000	8:143531558-143531706	prom	E073	NA
8:143530000-143540000	8:143531558-143531706	prom	E082	NA
8:143530000-143540000	8:143531770-143531950	prom	E053	NA
8:143530000-143540000	8:143531770-143531950	prom	E054	NA
8:143530000-143540000	8:143531770-143531950	prom	E067	NA
8:143530000-143540000	8:143531770-143531950	prom	E068	NA
8:143530000-143540000	8:143531770-143531950	prom	E070	NA
8:143530000-143540000	8:143531770-143531950	prom	E072	NA
8:143530000-143540000	8:143531770-143531950	prom	E073	NA
8:143530000-143540000	8:143531770-143531950	prom	E082	NA
8:143530000-143540000	8:143531979-143535371	prom	E053	NA
8:143530000-143540000	8:143531979-143535371	prom	E054	NA
8:143530000-143540000	8:143531979-143535371	prom	E067	NA
8:143530000-143540000	8:143531979-143535371	prom	E068	NA
8:143530000-143540000	8:143531979-143535371	prom	E072	NA
8:143530000-143540000	8:143531979-143535371	prom	E073	NA
8:143530000-143540000	8:143531979-143535371	prom	E074	NA
8:143530000-143540000	8:143531979-143535371	prom	E082	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E053	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E054	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E067	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E068	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E069	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E071	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E072	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E073	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E074	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E081	NA
1:61720001-61760000	1:61720028-61721535	dyadic	E082	NA
12:112840000-112850000	12:112847859-112847933	dyadic	E054	NA
12:112840000-112850000	12:112847859-112847933	dyadic	E072	NA
12:113510000-113520000	12:113514987-113515140	dyadic	E082	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E053	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E054	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E067	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E068	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E069	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E071	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E072	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E073	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E074	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E081	NA
17:42780000-42790000	17:42785323-42785420	dyadic	E082	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E053	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E054	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E067	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E068	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E069	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E070	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E071	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E072	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E073	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E074	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E081	NA
17:42780000-42790000	17:42786992-42787105	dyadic	E082	NA
17:42850000-42860000	17:42850233-42850467	dyadic	E081	NA
17:42850000-42860000	17:42854378-42854428	dyadic	E070	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E067	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E068	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E069	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E070	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E071	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E072	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E074	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E081	NA
17:42989000-42991000	17:42989243-42989437	dyadic	E082	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E067	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E069	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E071	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E072	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E073	NA
17:42989000-42991000	17:42990017-42990119	dyadic	E074	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E067	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E069	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E071	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E072	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E073	NA
17:42989000-42991000	17:42990147-42990197	dyadic	E074	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E067	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E069	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E071	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E072	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E073	NA
17:42990000-43000000	17:42990017-42990119	dyadic	E074	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E067	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E069	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E071	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E072	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E073	NA
17:42990000-43000000	17:42990147-42990197	dyadic	E074	NA
17:43000000-43010000	17:43000707-43000868	dyadic	E053	NA
17:43000000-43010000	17:43000936-43001054	dyadic	E053	NA
17:43000000-43010000	17:43001128-43001295	dyadic	E053	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E053	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E054	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E068	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E070	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E081	NA
17:43060000-43070000	17:43064598-43065577	dyadic	E082	NA
17:43060000-43070000	17:43065608-43065662	dyadic	E070	NA
17:43060000-43070000	17:43065608-43065662	dyadic	E081	NA
17:43060000-43070000	17:43065608-43065662	dyadic	E082	NA
17:43060000-43070000	17:43065681-43066203	dyadic	E081	NA
17:43060000-43070000	17:43067047-43067325	dyadic	E068	NA
17:43120000-43130000	17:43129410-43130134	dyadic	E053	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E054	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E067	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E068	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E069	ENSG00000136448
17:43120000-43130000	17:43129410-43130134	dyadic	E070	ENSG00000136448
